;t0;t0;;t1;t1;;t2;t2;;t4;t4;;t6;t6;;t8;t8;;t9;t9;;t12;t12;;
;c0;c3;;c0;c3;;c0;c3;;c0;c3;;c0;c3;;c0;c3;;c0;c3;;c0;c3;;
g426;-0.03;-0.06;g426;-0.72;-0.31;g426;0.28;-0.36;g426;0.12;0.34;g426;0;-0.34;g426;0.06;0.31;g426;0.29;0.26;g426;0.06;0.08
g463;0;-0.64;g463;-0.36;-0.04;g463;0.39;-0.07;g463;0.01;-0.06;g463;-0.1;0.28;g463;-0.18;0.09;g463;-0.19;0.33;g463;0;-0.04
g478;0.13;-1.15;g478;-1.46;-0.35;g478;-0.76;-0.46;g478;-0.05;0.68;g478;0.34;0.26;g478;0.44;0.13;g478;0.48;0.47;g478;0.22;-0.44
g503;0.37;0.73;g503;-0.18;-0.03;g503;0.16;0;g503;0.09;0.11;g503;0.2;-0.21;g503;0.1;-0.02;g503;0.12;-0.41;g503;0.1;-0.02
g559;2.47;-0.23;g559;0.3;0.03;g559;-0.43;0.19;g559;-0.55;0.29;g559;-0.51;0.21;g559;-1.06;-0.47;g559;-0.11;-0.04;g559;0.08;-0.57
g620;-0.09;0.48;g620;-0.14;0.42;g620;0.76;0.13;g620;0.39;-0.17;g620;0.2;-0.3;g620;0.13;-0.01;g620;-0.22;-0.35;g620;-0.12;0.18
g744;4.76;-0.18;g744;2.51;-0.09;g744;1.41;0.08;g744;-0.47;0.28;g744;-0.49;0.34;g744;-0.77;0;g744;-0.79;-0.22;g744;-0.87;-0.07
g773;-0.03;1.32;g773;0;0.3;g773;0.45;0.2;g773;-0.24;-0.52;g773;-0.58;-0.01;g773;-0.14;-0.14;g773;0;-0.26;g773;-0.03;-0.04
g812;-0.07;-0.27;g812;-0.59;-0.27;g812;-0.22;0.02;g812;0.19;0.16;g812;0.47;0.11;g812;0.17;0.09;g812;0.2;0.27;g812;0;-0.25
g826;-0.17;0.27;g826;0.31;0.38;g826;0.1;-0.49;g826;-0.25;-0.68;g826;-0.52;-0.36;g826;-0.07;0.2;g826;0.04;-0.06;g826;0.07;0.62
g840;0.13;0.37;g840;0.07;-0.31;g840;-0.04;0.06;g840;0.14;-0.01;g840;0.02;-0.33;g840;0.13;-0.01;g840;0.35;0.15;g840;0.2;0.1
g847;0.11;0.6;g847;0.23;0.4;g847;-0.16;0.19;g847;-0.62;-0.1;g847;-0.6;-0.16;g847;0.2;-0.26;g847;-0.04;-0.18;g847;0.06;-0.13
g930;-0.32;0.23;g930;0.45;-0.39;g930;0.59;-0.2;g930;0.36;-0.19;g930;-0.53;-0.04;g930;0.04;-0.03;g930;-0.31;-0.16;g930;0.04;0.09
g981;0.01;-0.25;g981;-0.06;-0.19;g981;0.25;-0.19;g981;0.21;0;g981;0.05;0.02;g981;0.16;0.18;g981;0.04;0.17;g981;-0.03;0.03
g1156;0.2;-0.02;g1156;0.07;0.01;g1156;0.05;0.01;g1156;-0.1;-0.2;g1156;0.15;-0.15;g1156;-0.07;0.26;g1156;0.07;0.36;g1156;0.02;0.22
g1199;0;0.47;g1199;0;-0.13;g1199;0.13;0.29;g1199;0.11;-0.14;g1199;0.31;-0.01;g1199;0.04;0.11;g1199;0.11;-0.45;g1199;0.08;0.04
g1219;-0.39;-0.28;g1219;-0.08;-0.16;g1219;0.02;-0.28;g1219;0.21;-0.21;g1219;-0.01;0.05;g1219;0.47;-0.07;g1219;-0.35;0.03;g1219;0.17;0.46
g1254;-0.39;-0.22;g1254;0;0.24;g1254;0.08;0.49;g1254;-0.16;-1.04;g1254;-0.3;-0.63;g1254;0.13;0.5;g1254;0.49;0.08;g1254;0.2;1.2
g1312;-0.35;0.58;g1312;0.01;-0.05;g1312;-0.06;0.11;g1312;-0.06;-0.24;g1312;-0.11;-0.07;g1312;0.28;-0.01;g1312;0.28;-0.02;g1312;-0.03;0.18
g1331;-0.23;-0.05;g1331;0.06;-0.07;g1331;-0.18;-0.07;g1331;-0.05;-0.01;g1331;-0.3;0.14;g1331;0.34;0.04;g1331;-0.08;0.18;g1331;0.12;0.14
g1367;0.2;0.24;g1367;1.28;0.3;g1367;0.24;-0.39;g1367;0.27;0;g1367;-0.18;-0.04;g1367;-0.05;0.39;g1367;-0.17;-0.1;g1367;0.32;-0.28
g1368;0.04;-0.11;g1368;-0.65;-0.37;g1368;0.06;-0.4;g1368;0.23;0.5;g1368;0.07;0.38;g1368;0.42;0.09;g1368;-0.1;0.15;g1368;0.23;-0.2
g1427;0.07;-0.38;g1427;-0.43;-0.38;g1427;0.54;-0.02;g1427;-0.48;0.35;g1427;-0.41;0.23;g1427;0.69;-0.25;g1427;-0.28;-0.14;g1427;-0.09;-0.43
g1522;-0.15;-0.02;g1522;-0.03;-0.06;g1522;0.02;0.43;g1522;-0.33;0.15;g1522;-0.52;0.18;g1522;0.05;-0.19;g1522;0.27;-0.06;g1522;0.02;-0.43
g1620;-0.88;-0.77;g1620;-0.12;-0.45;g1620;1.08;-0.04;g1620;-0.12;0.55;g1620;-1.03;0.36;g1620;-0.11;-0.19;g1620;0.02;0.14;g1620;0.05;-0.53
g1696;-0.38;0.13;g1696;0.01;0.09;g1696;0.19;0.17;g1696;-0.1;-0.02;g1696;-0.24;0.07;g1696;-0.1;-0.15;g1696;0.13;0.08;g1696;-0.06;-0.15
g1727;-0.57;-1.51;g1727;0.42;-0.65;g1727;1.03;0.4;g1727;0.64;0.01;g1727;-0.4;0.46;g1727;-0.73;0.19;g1727;-0.47;0.19;g1727;0.28;-0.01
g1730;-0.38;0.81;g1730;0.09;0.03;g1730;0.17;0.16;g1730;-0.11;-0.05;g1730;-0.33;0.06;g1730;0.02;-0.42;g1730;-0.19;-0.38;g1730;0.05;-0.13
g1740;-0.46;0;g1740;-0.24;-0.14;g1740;-0.04;-0.29;g1740;-0.04;0.35;g1740;0.3;0.31;g1740;-0.03;-0.06;g1740;-0.03;-0.43;g1740;0.13;-0.31
g1743;-1.21;-0.7;g1743;-0.26;0.04;g1743;1.36;0.02;g1743;0.54;0.32;g1743;-0.85;-0.08;g1743;-0.75;-0.08;g1743;0.07;-0.15;g1743;0.37;0.1
g1744;-0.22;0.45;g1744;0.17;0.04;g1744;-0.08;0.11;g1744;-0.1;0.35;g1744;-0.32;0.13;g1744;0.11;-0.43;g1744;-0.27;-0.35;g1744;0.18;-0.28
g1758;0.18;0.11;g1758;0.11;-0.08;g1758;0.18;-0.13;g1758;0.06;-0.26;g1758;0.1;-0.23;g1758;-0.18;0.23;g1758;-0.1;0.2;g1758;-0.11;0.05
g1781;0.15;0.43;g1781;-0.35;-0.2;g1781;-0.19;-0.22;g1781;0.15;0.45;g1781;0.06;0.32;g1781;0.24;-0.27;g1781;-0.15;-0.27;g1781;0.05;-0.36
g1799;0.2;-0.44;g1799;0.12;-0.23;g1799;-0.07;0.04;g1799;0.15;-0.06;g1799;-0.3;0.21;g1799;0.35;0.09;g1799;-0.39;0.13;g1799;-0.14;0.22
g1811;0.21;-0.05;g1811;-0.23;0.09;g1811;0.1;-0.11;g1811;0.02;-0.09;g1811;0.22;0.01;g1811;0.12;0.07;g1811;-0.2;-0.17;g1811;-0.02;0.09
g1847;-0.48;-0.12;g1847;-0.13;-0.26;g1847;-0.09;0.36;g1847;0.01;0.03;g1847;-0.6;-0.45;g1847;-0.16;-0.23;g1847;-0.3;-0.08;g1847;0.2;0.25
g1903;0.3;-0.1;g1903;0.11;0;g1903;0.32;-0.08;g1903;0.05;0.16;g1903;0.3;-0.2;g1903;0;0.15;g1903;0;-0.08;g1903;0.03;0.16
g1919;-0.06;0.7;g1919;0.14;0.03;g1919;0.35;0;g1919;0.13;0.05;g1919;0.1;0.19;g1919;0.43;-0.11;g1919;-0.17;-0.79;g1919;-0.15;-0.79
g1949;-0.08;-0.89;g1949;-0.56;-0.5;g1949;0.19;-0.46;g1949;0.4;-0.07;g1949;0.2;-0.11;g1949;0.01;0.5;g1949;-0.15;0.63;g1949;0.23;0.39
g2017;-0.47;-0.44;g2017;0.58;0.18;g2017;1.46;-0.02;g2017;1.19;-0.02;g2017;-0.06;0;g2017;-0.05;0.18;g2017;-0.42;0.18;g2017;-0.55;-0.4
g2030;-0.09;0.02;g2030;-0.59;-0.3;g2030;0.33;0.02;g2030;0.25;0.33;g2030;0.04;0.23;g2030;-0.16;0.23;g2030;-0.22;-0.28;g2030;0.01;-0.16
g2044;0.04;-0.02;g2044;0;0.17;g2044;0.19;0.27;g2044;-0.08;0.17;g2044;-0.05;0.11;g2044;0.02;-0.34;g2044;-0.11;-0.26;g2044;-0.13;-0.26
g2068;-0.02;0.04;g2068;-0.52;0.14;g2068;-0.37;-0.2;g2068;0.07;0.03;g2068;0.22;0.11;g2068;0.05;-0.28;g2068;0.22;0.13;g2068;0.05;-0.73
g2222;0.05;-0.42;g2222;-0.2;0.04;g2222;0.15;-0.33;g2222;0.34;0.27;g2222;0;0.1;g2222;0.19;0.09;g2222;0.16;0.21;g2222;-0.16;-0.31
g2237;-0.06;0.43;g2237;0;-0.23;g2237;0.03;0.32;g2237;-0.38;0.02;g2237;0.03;0.01;g2237;0.1;-0.29;g2237;-0.27;-0.21;g2237;0.17;-0.29
g2271;0;1.51;g2271;0.85;0.09;g2271;0.52;0.36;g2271;0.14;-0.01;g2271;-0.02;-0.68;g2271;-0.04;-0.25;g2271;0.17;-0.64;g2271;0.21;0.36
g2355;0.38;0.23;g2355;0.2;-0.27;g2355;0.47;-0.18;g2355;0.02;-0.38;g2355;0.01;0.07;g2355;0.36;-0.02;g2355;-0.3;-0.15;g2355;-0.28;0.2
g2364;0.29;-0.38;g2364;-0.98;-0.29;g2364;-0.85;-0.36;g2364;0.21;0.71;g2364;0.38;0.01;g2364;0.4;-0.06;g2364;0.12;0.36;g2364;0.18;-0.31
g2403;0.03;0.29;g2403;0.09;-0.22;g2403;0.06;0.15;g2403;0.13;0;g2403;0.04;0.01;g2403;0.03;0.54;g2403;-0.42;0.08;g2403;-0.1;-0.45
g2435;0.26;-0.66;g2435;-0.08;-0.21;g2435;0.03;-0.03;g2435;0.33;0.08;g2435;0.36;-0.03;g2435;0.07;0.44;g2435;-0.2;0.3;g2435;0.2;0.03
g2453;0.53;-0.2;g2453;0.18;-0.1;g2453;-0.09;0.84;g2453;-0.56;0.42;g2453;-0.67;-0.16;g2453;-0.23;-0.36;g2453;-0.48;-0.31;g2453;0.62;-0.38
g2486;0.37;0.56;g2486;0.02;-0.15;g2486;0.21;-0.24;g2486;0.02;-0.18;g2486;0.23;-0.66;g2486;0.09;0.17;g2486;0.02;0.07;g2486;0.35;0.28
g2553;-0.02;-0.43;g2553;-0.35;-0.14;g2553;0.16;-0.01;g2553;0.2;0.38;g2553;0.25;-0.02;g2553;0.26;-0.08;g2553;0.02;0.15;g2553;0.06;-0.06
g2554;0.58;-0.6;g2554;-0.25;-0.07;g2554;-0.06;-0.03;g2554;0.34;0.36;g2554;0.09;0.07;g2554;0.08;-0.05;g2554;-0.01;0.14;g2554;0.3;-0.57
g2568;0.1;0.25;g2568;0;0.06;g2568;0.13;0.19;g2568;-0.04;-0.3;g2568;-0.06;-0.19;g2568;-0.01;-0.08;g2568;-0.11;-0.07;g2568;0.04;-0.05
g2573;0.34;0.47;g2573;-0.23;-0.44;g2573;-0.03;-0.03;g2573;0.17;0.02;g2573;0.31;0.02;g2573;0.01;0.13;g2573;-0.21;0.04;g2573;-0.13;-0.02
g2578;0.97;-0.44;g2578;0.06;-0.22;g2578;0.09;-0.29;g2578;0.07;0.05;g2578;-0.12;-0.04;g2578;-0.2;0.33;g2578;0.02;0.2;g2578;-0.21;0.28
g2583;0.11;0.69;g2583;0.45;0.03;g2583;0.59;-0.09;g2583;0.11;-0.74;g2583;0.02;-0.62;g2583;-0.22;0.46;g2583;-0.17;0.07;g2583;0.18;0.76
g2617;0.1;0.01;g2617;0.43;-0.13;g2617;-0.21;0.08;g2617;0.13;0.03;g2617;0.15;0.43;g2617;0.15;0;g2617;-0.06;-0.2;g2617;0.38;-0.49
g2664;0.2;-0.26;g2664;-0.21;0.03;g2664;0.02;0.49;g2664;-0.09;0.25;g2664;0.07;0.12;g2664;-0.17;-0.02;g2664;0.52;0.06;g2664;0.22;-0.8
g2673;-0.22;-0.26;g2673;0.07;-0.08;g2673;-0.24;-0.11;g2673;-0.1;0.19;g2673;-0.01;0.22;g2673;0.18;-0.01;g2673;-0.09;0.02;g2673;-0.26;-0.2
g2685;-0.04;0.23;g2685;-0.17;-0.08;g2685;0.03;-0.13;g2685;0.12;0.17;g2685;0.16;0.17;g2685;0.03;-0.09;g2685;-0.07;-0.04;g2685;-0.03;0.12
g2743;-0.09;-1.16;g2743;-0.36;-0.26;g2743;-0.93;0.36;g2743;-0.16;0.8;g2743;-0.09;0.23;g2743;0.28;0.06;g2743;0.39;0.46;g2743;0.02;-0.74
g2878;0.66;0.46;g2878;-0.3;0.1;g2878;0.03;-0.04;g2878;0.36;0.35;g2878;0.38;-0.24;g2878;0.03;-0.04;g2878;-0.07;-0.21;g2878;0.02;0.07
g2915;0.12;-0.08;g2915;0.15;0.38;g2915;0.11;0.12;g2915;-0.24;-0.01;g2915;-0.05;-0.45;g2915;0.25;-0.12;g2915;0.06;0.18;g2915;0.04;-0.16
g3021;0.44;0.5;g3021;0.24;-0.2;g3021;0.32;-0.11;g3021;0.05;-0.24;g3021;-0.05;0.15;g3021;-0.13;0.14;g3021;-0.3;-0.05;g3021;-0.05;-0.24
g3040;-0.07;0.36;g3040;0;-0.24;g3040;0.21;0.18;g3040;0.2;0.14;g3040;-0.04;0.24;g3040;0.17;0.1;g3040;-0.26;-0.15;g3040;-0.15;-0.26
g3081;0.15;1.33;g3081;0.18;-0.02;g3081;0.63;-0.21;g3081;-0.1;-0.38;g3081;-0.27;-0.62;g3081;-0.14;-0.11;g3081;-0.02;-0.49;g3081;-0.14;0.39
g3133;-0.43;-0.2;g3133;-0.47;-0.55;g3133;-0.18;-0.16;g3133;0.41;0.07;g3133;0.6;0.77;g3133;0;0.08;g3133;-0.37;0.2;g3133;0.32;-0.48
g3164;-0.07;0.98;g3164;-0.19;0.44;g3164;-0.04;-0.26;g3164;0.12;-0.33;g3164;0.26;-0.2;g3164;0.08;-0.16;g3164;0.02;-0.3;g3164;-0.05;0
g3184;-0.21;-0.15;g3184;0.01;-0.08;g3184;-0.16;0.28;g3184;-0.18;0.46;g3184;-0.13;0.18;g3184;0.07;-0.22;g3184;-0.27;-0.39;g3184;0.06;-0.36
g3260;0.14;0.62;g3260;0.11;0.29;g3260;0.34;0.12;g3260;0;0.03;g3260;0.62;0.05;g3260;-0.03;-0.06;g3260;-0.18;-0.24;g3260;-0.2;-0.22
g3267;0.49;0.54;g3267;0;-0.08;g3267;0.24;0.06;g3267;0.33;0.09;g3267;0.19;-0.4;g3267;0.05;0;g3267;0.1;0.2;g3267;-0.22;-0.1
g3269;0.21;0.56;g3269;0.1;0.07;g3269;0.02;0.14;g3269;0.08;0.01;g3269;-0.08;-0.2;g3269;0.02;-0.13;g3269;0.16;0.07;g3269;-0.39;-0.28
g3284;-0.05;0.94;g3284;0.26;0.01;g3284;0.62;0.06;g3284;0.61;0.06;g3284;0.16;-0.03;g3284;-0.07;0.02;g3284;-0.22;-0.33;g3284;-0.13;-0.17
g3291;0.34;-0.06;g3291;0.15;-0.25;g3291;0.23;-0.18;g3291;-0.06;-0.23;g3291;0.2;-0.23;g3291;0.07;0.27;g3291;0.15;0.39;g3291;-0.17;0.29
g3301;-0.32;-0.49;g3301;0.05;0.32;g3301;-0.09;0.14;g3301;-0.21;-0.37;g3301;-0.21;-0.07;g3301;0;0.03;g3301;0.38;-0.03;g3301;-0.08;0.14
g3322;0.04;0.31;g3322;0;-0.35;g3322;-0.1;-0.07;g3322;0;-0.21;g3322;0.05;-0.01;g3322;0.18;0.12;g3322;-0.14;0.13;g3322;0.04;0.16
g3357;0.1;0.33;g3357;-0.2;0.13;g3357;0.36;-0.11;g3357;0.49;-0.57;g3357;0.42;0.31;g3357;-0.03;0.11;g3357;-0.39;-0.23;g3357;0.16;0.21
g3450;-0.07;-0.19;g3450;-0.11;0.16;g3450;-0.2;0.09;g3450;0.01;0.33;g3450;0.15;0.19;g3450;0.07;0.04;g3450;0.1;-0.14;g3450;0.1;-0.23
g3455;0.01;-0.38;g3455;-0.49;-0.06;g3455;0.03;-0.24;g3455;0.77;0.16;g3455;0.44;0.13;g3455;0.08;0.35;g3455;-0.04;-0.02;g3455;-0.25;0.04
g3465;0.19;1.11;g3465;0.09;-0.15;g3465;-0.23;-0.34;g3465;-0.08;-0.31;g3465;-0.17;-0.27;g3465;0.03;0;g3465;0.03;0.13;g3465;0.3;0.27
g3551;0;0.17;g3551;-0.43;0.15;g3551;0.16;-0.19;g3551;0.25;-0.11;g3551;0.22;-0.04;g3551;0.07;0.16;g3551;-0.15;-0.13;g3551;0.13;0.13
g3569;-0.4;-1.22;g3569;-0.57;-0.83;g3569;0.28;-0.49;g3569;0.71;0.06;g3569;-0.03;0.7;g3569;-0.28;0.11;g3569;-0.3;0.12;g3569;0.37;0.01
g3592;-0.04;-0.08;g3592;0.32;0.27;g3592;0.53;-0.03;g3592;-0.27;-0.48;g3592;0.04;-0.19;g3592;-0.04;0.17;g3592;0.11;0.06;g3592;0.18;0.22
g3614;-0.13;-0.44;g3614;-0.18;0.28;g3614;-0.5;0.23;g3614;-0.16;-0.48;g3614;0.09;-0.52;g3614;0.33;0.42;g3614;0.02;0.35;g3614;0.06;0.34
g3622;0.38;0.04;g3622;1.02;-0.07;g3622;0.87;-0.11;g3622;0.21;-0.34;g3622;-0.07;-0.23;g3622;-0.29;0.27;g3622;-0.17;-0.09;g3622;0.04;0.45
g3625;0.04;1.29;g3625;-0.14;-0.04;g3625;0.36;-0.12;g3625;0.47;1.42;g3625;-0.06;-0.24;g3625;-0.4;-0.04;g3625;-0.12;-0.27;g3625;-0.49;-0.24
g3640;-0.1;1.71;g3640;0.75;0.19;g3640;0.22;0.51;g3640;-0.17;-0.24;g3640;0.14;-0.31;g3640;-0.21;-0.37;g3640;0.13;-0.58;g3640;-0.08;-0.28
g3656;-0.04;-0.18;g3656;0.2;0.22;g3656;-0.01;-0.09;g3656;-0.15;0.2;g3656;-0.12;-0.06;g3656;-0.08;-0.18;g3656;0.24;0.11;g3656;-0.15;-0.44
g3674;-0.04;-0.16;g3674;0.01;-0.28;g3674;-0.15;-0.21;g3674;0.06;0.35;g3674;0.27;0.21;g3674;-0.04;-0.01;g3674;0.04;0.03;g3674;-0.08;-0.26
g3686;-0.04;-0.7;g3686;0.15;-0.16;g3686;-0.34;-0.45;g3686;-0.27;0.19;g3686;-0.23;0.08;g3686;0.14;0;g3686;0.45;0.21;g3686;0.21;-0.26
g3807;-0.19;-0.25;g3807;0.19;0.78;g3807;0.05;0.25;g3807;0;-0.02;g3807;0.06;-0.03;g3807;0;-0.29;g3807;-0.06;-0.24;g3807;0.09;-0.32
g3812;0.33;0.35;g3812;0;-0.2;g3812;0.23;-0.24;g3812;0.27;0.47;g3812;0.23;0.19;g3812;0.05;-0.07;g3812;-0.07;-0.07;g3812;0.25;-0.13
g3814;0.18;0.65;g3814;0.2;0.08;g3814;0.38;-0.05;g3814;0.24;0.12;g3814;0.2;-0.07;g3814;0.24;0.29;g3814;0.01;-0.22;g3814;0.18;-0.35
g3819;0.17;-0.44;g3819;-0.44;0.17;g3819;-0.39;-0.12;g3819;0.17;0.23;g3819;0.41;-0.26;g3819;0.11;0.09;g3819;0.06;0.33;g3819;0.36;-0.15
g3862;0.1;-1.15;g3862;-0.01;-0.54;g3862;-0.08;-0.56;g3862;-0.03;0.35;g3862;0.29;0.13;g3862;0.23;0.19;g3862;0.04;0.35;g3862;0.1;0.08
g3937;0.11;0.26;g3937;-0.17;-0.05;g3937;0.2;-0.12;g3937;0.41;0.12;g3937;0.15;0.07;g3937;-0.26;0.09;g3937;-0.13;0.05;g3937;-0.2;0.05
g3938;-0.85;2.19;g3938;-0.8;1.14;g3938;-0.12;-0.06;g3938;0.1;-0.69;g3938;0.25;-0.5;g3938;0.3;0.06;g3938;-0.05;-0.13;g3938;0.04;-0.24
g3965;-0.22;-0.16;g3965;0;-0.16;g3965;0.16;-0.15;g3965;-0.02;0.29;g3965;0.24;0.19;g3965;0.19;0.06;g3965;0.03;-0.09;g3965;-0.18;-0.24
g4027;0.68;0.6;g4027;0.02;-0.22;g4027;-0.05;-0.22;g4027;0.02;0.08;g4027;0.62;-0.12;g4027;0.12;0.18;g4027;-0.05;-0.08;g4027;-0.12;0.35
g4107;0;-1.21;g4107;-0.49;-0.39;g4107;-0.19;-0.26;g4107;0.73;-0.29;g4107;0.92;-0.14;g4107;0.25;0.51;g4107;-0.04;0.46;g4107;-0.11;0.4
g4172;0.18;0.34;g4172;-0.23;-0.17;g4172;-0.01;-0.31;g4172;0.18;-0.27;g4172;0.16;-0.04;g4172;0.03;0.29;g4172;0.05;0.34;g4172;0.11;0.31
g4253;0.29;0.76;g4253;0.15;0.37;g4253;-0.09;0.06;g4253;-0.07;-0.61;g4253;0.11;-0.12;g4253;0;0.13;g4253;0.08;-0.21;g4253;0.14;-0.23
g4288;0;0;g4288;0;0;g4288;0;0;g4288;0;0;g4288;0;0;g4288;0;0;g4288;0;0;g4288;0;0
g4374;0.36;0.29;g4374;-0.06;-0.33;g4374;-0.08;-0.02;g4374;0.24;0.49;g4374;0.32;0.07;g4374;0.24;0.13;g4374;0.1;0.1;g4374;-0.03;-0.33
g4396;0.63;0.37;g4396;0.2;-0.24;g4396;0.28;-0.22;g4396;0.04;-0.28;g4396;0.25;0.06;g4396;0.12;0.3;g4396;-0.29;0.09;g4396;0.17;0.21
g4439;0.42;1.33;g4439;-0.05;0.04;g4439;0.34;0.2;g4439;0;-0.1;g4439;0.08;-0.24;g4439;-0.05;-0.26;g4439;-0.28;-0.39;g4439;-0.08;0.09
g4447;0.34;-1.62;g4447;-0.68;-0.43;g4447;-1.06;0.03;g4447;0.13;0.99;g4447;0.33;0.44;g4447;0.5;-0.28;g4447;0.1;0.27;g4447;0.14;-0.5
g4473;-0.2;-0.45;g4473;-0.11;-0.38;g4473;0.28;-0.08;g4473;0.5;0.24;g4473;0;0.45;g4473;-0.36;0.02;g4473;-0.32;0.07;g4473;-0.09;-0.04
g4479;0.13;0.4;g4479;0.15;-0.23;g4479;0.18;-0.1;g4479;0.02;-0.03;g4479;0.09;0.07;g4479;-0.09;0.22;g4479;0.13;0.01;g4479;0.02;-0.07
g4481;0;0;g4481;0;0;g4481;0;0;g4481;0;0;g4481;0;0;g4481;0;0;g4481;0;0;g4481;0;0
g4499;0.01;0.54;g4499;-0.38;-0.03;g4499;0.17;-0.27;g4499;-0.08;-0.03;g4499;0.18;-0.04;g4499;0.24;-0.06;g4499;0.47;-0.21;g4499;-0.17;0.07
g4519;0.02;0;g4519;0.02;-0.21;g4519;0.18;0.78;g4519;0.28;0.02;g4519;0.15;-0.21;g4519;0.11;0.14;g4519;-0.2;-0.26;g4519;-0.09;0.36
g4521;0.36;-0.3;g4521;0.12;-0.23;g4521;-0.22;-0.11;g4521;-0.35;-0.23;g4521;0.09;-0.11;g4521;-0.11;0.32;g4521;0.14;0.05;g4521;-0.43;-0.19
g4559;0.49;0.29;g4559;0.27;0.02;g4559;-0.17;-0.2;g4559;-0.14;-0.25;g4559;-0.05;-0.05;g4559;-0.28;-0.01;g4559;0.31;0.12;g4559;-0.3;-0.32
g4561;0;0;g4561;0;0;g4561;0;0;g4561;0;0;g4561;0;0;g4561;0;0;g4561;0;0;g4561;0;0
g4577;0.29;-0.05;g4577;0.67;0.14;g4577;-0.12;0;g4577;-0.07;0.05;g4577;0.18;-0.07;g4577;-0.05;-0.03;g4577;-0.22;-0.1;g4577;0.22;0.12
g4594;-0.32;0.31;g4594;0.29;-0.19;g4594;0.15;-0.65;g4594;0;0.02;g4594;0.37;0.04;g4594;-0.17;-0.04;g4594;-0.09;-0.05;g4594;0.06;0.18
g4606;0.17;0.54;g4606;-0.23;-0.44;g4606;-0.05;-0.25;g4606;-0.01;0.44;g4606;0.25;-0.1;g4606;0.15;-0.03;g4606;0.17;-0.06;g4606;0.03;-0.03
g4616;0.21;-0.23;g4616;0.05;-0.25;g4616;0.05;-0.14;g4616;0.01;0.19;g4616;0.05;-0.2;g4616;0.07;0.06;g4616;0.09;-0.06;g4616;0.09;-0.21
g4619;0.45;-0.05;g4619;0.52;-0.16;g4619;0.26;-0.31;g4619;0.02;0.04;g4619;0.25;-0.41;g4619;0.02;-0.05;g4619;-0.1;0.04;g4619;-0.12;0.2
g4643;0;0.43;g4643;0.22;0.29;g4643;-0.12;-0.07;g4643;-0.44;-0.28;g4643;-0.09;-0.14;g4643;0.3;-0.23;g4643;0.45;-0.14;g4643;-0.24;0.04
g4693;0.16;-0.11;g4693;0.42;0.04;g4693;0.21;-0.43;g4693;0;-0.29;g4693;0.02;-0.08;g4693;-0.16;0.54;g4693;-0.04;0.41;g4693;-0.16;0.01
g4710;0.23;-0.59;g4710;-0.49;-0.35;g4710;0.25;0.01;g4710;0.27;0.34;g4710;0.06;0.14;g4710;0.22;0.05;g4710;-0.13;0.19;g4710;0.08;-0.06
g4745;-1.71;-0.65;g4745;-1.35;-1.28;g4745;-1.46;-0.42;g4745;0.94;0.03;g4745;0.73;0.77;g4745;-0.25;0.55;g4745;-0.71;0.23;g4745;0.9;-0.09
g4760;-0.43;0.08;g4760;-0.52;-0.27;g4760;-0.49;-0.25;g4760;-0.13;-0.37;g4760;-0.04;-0.39;g4760;-0.37;-0.13;g4760;0.36;0.03;g4760;0.54;0.99
