;t3;t3;;t11;t11;;t12;t12;;t13;t13;;
;c0;c3;;c0;c3;;c0;c3;;c0;c3;;
g1040;0.01;0.33;g1040;-0.1;-0.41;g1040;0;-0.29;g1040;0;-0.06
g1096;0.04;0.47;g1096;-0.18;0.09;g1096;-0.18;0.21;g1096;-0.08;-0.04
g1114;-0.26;-0.23;g1114;-0.06;-0.13;g1114;-0.03;-0.04;g1114;-0.02;-0.04
g1121;0.02;0;g1121;-0.33;-0.02;g1121;-0.17;-0.18;g1121;-0.27;0.11
g1124;-0.28;-0.17;g1124;-0.04;0.44;g1124;0;0.09;g1124;0.07;0.04
g1186;-0.18;-0.19;g1186;0.03;-0.08;g1186;0;0.33;g1186;-0.18;0.14
g1243;0;0;g1243;0;0;g1243;0;0;g1243;0;0
g1289;-0.24;0.26;g1289;-0.1;0.02;g1289;-0.07;0.23;g1289;-0.22;-0.05
g1369;0.12;0.27;g1369;-0.16;-0.07;g1369;0.07;-0.3;g1369;-0.11;-0.07
g1447;0;0.69;g1447;-0.15;-0.85;g1447;0.15;-0.59;g1447;0;-0.59
g1456;0;0.55;g1456;-0.18;0.36;g1456;-0.35;-0.05;g1456;-0.29;-0.25
g1490;-0.89;-0.29;g1490;0.18;0.01;g1490;0.67;-0.4;g1490;-0.11;-0.03
g1492;-0.21;-0.12;g1492;-0.01;0.35;g1492;0.29;0.18;g1492;-0.23;0.13
g1502;0.12;0.17;g1502;-0.14;-0.42;g1502;0.05;-0.35;g1502;-0.05;-0.14
g1626;-0.12;0.35;g1626;0.27;-0.26;g1626;0.12;-0.13;g1626;0.14;-0.22
g1633;-0.21;-0.04;g1633;0.32;0.23;g1633;0.01;0.23;g1633;-0.01;0.05
g1643;-0.11;-0.04;g1643;-0.26;-0.21;g1643;-0.13;-0.25;g1643;0.06;-0.19
g1719;-0.2;-0.05;g1719;0.05;-0.04;g1719;0.31;-0.42;g1719;0.11;-0.15
g1797;0.02;0.28;g1797;-0.12;-0.08;g1797;-0.16;-0.19;g1797;-0.26;0.05
g1875;-0.16;0.18;g1875;0.1;0.13;g1875;0.23;-0.03;g1875;0.07;0.11
g1899;0.09;-0.03;g1899;0.1;-0.1;g1899;-0.05;-0.22;g1899;-0.25;-0.21
g2039;0.1;0.18;g2039;0.01;0;g2039;-0.08;-0.28;g2039;-0.3;-0.06
g2066;-0.4;0.43;g2066;-0.11;-0.39;g2066;0.32;-0.3;g2066;-0.2;0.04
g2101;0.34;0.56;g2101;-0.07;-0.35;g2101;0.13;-0.35;g2101;-0.26;0.16
g2103;-0.11;0.61;g2103;0.18;-0.22;g2103;0.11;-0.52;g2103;-0.11;0.03
g2265;-0.22;-0.21;g2265;-0.28;0.05;g2265;0;-0.09;g2265;-0.09;-0.19
g2273;-0.21;0.35;g2273;0.1;0.04;g2273;0.17;-0.13;g2273;-0.03;-0.13
g2302;0;0.19;g2302;0.14;-0.16;g2302;0.16;0.05;g2302;0.01;-0.06
g2353;-0.21;0.19;g2353;0;-0.25;g2353;-0.02;0.17;g2353;-0.05;0.11
g2397;-0.03;0.14;g2397;-0.03;-0.01;g2397;-0.27;0.17;g2397;-0.02;-0.03
g2420;0.02;0.14;g2420;0.03;-0.29;g2420;0;-0.11;g2420;-0.45;0.18
g2426;-0.17;-0.23;g2426;-0.03;0.25;g2426;-0.06;0.01;g2426;-0.35;0.15
g2445;0;0.09;g2445;0.03;-0.09;g2445;0.15;-0.13;g2445;-0.2;0.31
g2507;-0.02;0.02;g2507;0.03;0.17;g2507;-0.17;-0.05;g2507;-0.28;-0.01
g2601;0.2;0.62;g2601;-0.25;-0.32;g2601;0.14;-0.24;g2601;-0.12;0.07
g2643;0.12;0.13;g2643;0.05;-0.1;g2643;0.03;-0.36;g2643;-0.1;-0.1
g2710;-0.08;0.02;g2710;-0.08;-0.32;g2710;0.01;-0.09;g2710;-0.01;-0.26
g2776;-0.19;-0.25;g2776;-0.04;-0.04;g2776;0.22;-0.13;g2776;-0.17;-0.15
g2840;0;-0.45;g2840;0.1;-0.11;g2840;0.08;-0.08;g2840;-0.07;-0.22
g2886;-0.29;0.67;g2886;-0.07;-0.65;g2886;0.03;-0.37;g2886;-0.14;-0.22
g2905;-0.19;-0.01;g2905;-0.07;-0.15;g2905;0.23;-0.43;g2905;-0.3;-0.06
g2910;-0.3;-0.2;g2910;0.07;-0.08;g2910;0.05;-0.03;g2910;-0.16;0.01
g2933;-0.13;0.31;g2933;0.05;-0.09;g2933;-0.13;-0.27;g2933;-0.27;-0.03
g2934;0.34;-0.06;g2934;0.21;-0.1;g2934;0.31;0.05;g2934;-0.11;0
g2938;0.16;0.2;g2938;0.14;0.2;g2938;0.08;0.15;g2938;-0.1;0
g2995;-0.14;-0.26;g2995;0.02;0.1;g2995;-0.24;0.26;g2995;0.17;-0.02
g3018;0.08;-0.34;g3018;-0.11;0.09;g3018;0.16;-0.18;g3018;-0.21;-0.06
g3109;-0.14;-0.28;g3109;0.07;-0.11;g3109;-0.02;-0.3;g3109;-0.28;0.16
g3117;-0.11;-0.26;g3117;-0.08;0;g3117;0.03;0.03;g3117;-0.55;-0.19
g3138;0.14;0.23;g3138;0.14;0.5;g3138;0.17;0.04;g3138;-0.15;-0.11
g3249;0.09;0.01;g3249;-0.08;0.01;g3249;0.29;-0.26;g3249;-0.32;0.03
g3254;0.22;0.36;g3254;-0.11;-0.05;g3254;0.01;-0.19;g3254;-0.26;-0.23
g3442;0.49;0.26;g3442;-0.06;0.22;g3442;-0.15;0.11;g3442;-0.26;0.22
g3446;-0.04;0.05;g3446;0.07;0.24;g3446;0.01;0.4;g3446;-0.14;0.51
g3463;0.16;0.65;g3463;-0.18;-0.19;g3463;-0.07;0.11;g3463;-0.01;-0.13
g3722;0;-0.28;g3722;0.04;0.23;g3722;0.26;-0.14;g3722;-0.31;0.08
g3931;-0.14;0.21;g3931;0.06;-0.28;g3931;0.11;-0.26;g3931;-0.34;-0.13
g3935;0.19;-0.18;g3935;-0.27;0.5;g3935;-0.43;0.26;g3935;-0.1;0.16
g4004;-0.02;-0.43;g4004;-0.06;0.29;g4004;0.03;0.41;g4004;-0.1;0.15
g4072;0.41;0.15;g4072;-0.05;0.21;g4072;0.04;0.46;g4072;-0.5;0.27
g4086;0.29;-0.24;g4086;0.34;-0.12;g4086;0.21;-0.07;g4086;0;0.08
g4137;-0.13;0.54;g4137;-0.19;-0.07;g4137;0.09;-0.5;g4137;-0.04;-0.29
g4169;0.09;0.18;g4169;0.29;-0.54;g4169;-0.06;-0.37;g4169;0.01;-0.1
g4199;0.12;-0.24;g4199;0.35;0.17;g4199;0.19;0.26;g4199;-0.15;0.07
g4272;-0.15;0.08;g4272;-0.25;-0.03;g4272;-0.06;0.01;g4272;-0.3;-0.09
g4273;-0.17;0.2;g4273;0.1;-0.04;g4273;0.01;-0.41;g4273;0.1;-0.21
g4283;0.45;-0.38;g4283;-0.17;0.23;g4283;0.34;0.21;g4283;-0.23;0.11
g4302;-0.97;-1.04;g4302;-0.34;0.55;g4302;-0.21;0.31;g4302;-0.32;0.21
g4332;-0.5;-0.29;g4332;-0.13;0.37;g4332;-0.08;-0.19;g4332;-0.13;-0.06
g4379;-0.35;0.14;g4379;-0.19;-0.14;g4379;0.29;0.27;g4379;-0.23;-0.19
g4386;-0.36;-0.15;g4386;0.25;0.26;g4386;-0.05;0.24;g4386;-0.01;0.1
g4417;0.39;0.16;g4417;0;-0.03;g4417;0.11;-0.49;g4417;0;0.41
g4441;0.31;0.14;g4441;-0.3;-0.57;g4441;-0.1;0.05;g4441;-0.34;-0.04
g4449;0.06;0.09;g4449;-0.15;-0.34;g4449;0.08;-0.15;g4449;-0.36;-0.17
g4466;0.43;-0.18;g4466;0.21;-0.24;g4466;-0.13;-0.34;g4466;-0.27;0.05
g4493;0;0.03;g4493;0.04;0.37;g4493;0.11;1.33;g4493;-0.12;1.84
g4540;-0.5;-0.37;g4540;-0.18;0.35;g4540;-0.27;0.34;g4540;-0.39;0.15
g4596;0.02;-0.46;g4596;-0.03;0.4;g4596;0.2;0.37;g4596;-0.15;0.21
g4721;0.17;-0.25;g4721;0.13;0.02;g4721;-0.23;0.57;g4721;-0.57;0.3
g4751;0.22;0.17;g4751;-0.46;0.24;g4751;-0.44;0.24;g4751;-0.43;0.31
g4775;-0.42;0.48;g4775;0;-0.31;g4775;0.19;-0.42;g4775;0.09;-0.29
g4869;0.11;0.13;g4869;-0.16;0.05;g4869;-0.1;-0.06;g4869;-0.37;0.03
g4980;-0.35;-0.2;g4980;0.36;0.07;g4980;-0.02;0.06;g4980;-0.1;0.06
g5021;-0.11;0.38;g5021;-0.19;-0.6;g5021;0.06;-0.32;g5021;-0.17;-0.24
g5057;0.04;0.17;g5057;-0.22;-0.24;g5057;-0.09;-0.4;g5057;-0.06;-0.11
g5079;0.22;0.01;g5079;-0.04;0.18;g5079;0.28;-0.49;g5079;0;-0.1
g5286;-1.05;-0.67;g5286;0.59;0.66;g5286;0.18;0.55;g5286;-0.55;0.14
g5347;0.34;-0.05;g5347;0.02;0.14;g5347;-0.32;0.1;g5347;-0.32;0.04
g5374;0.01;0.36;g5374;-0.35;-0.39;g5374;-0.1;-0.19;g5374;0.01;-0.21
g5403;-0.08;-0.15;g5403;-0.19;0.21;g5403;0.11;0.33;g5403;-0.2;0.31
g5496;-0.17;0.07;g5496;-0.17;0.41;g5496;0.13;0.24;g5496;-0.19;0.04
g5524;-0.73;0.08;g5524;-0.21;0.07;g5524;-0.04;-0.19;g5524;-0.3;-0.09
g5538;-0.38;0.15;g5538;0.07;0.04;g5538;0.17;0.39;g5538;-0.17;-0.06
g5548;0.12;0.03;g5548;-0.34;-0.07;g5548;0.08;-0.07;g5548;-0.41;-0.11
g5644;-0.08;0.03;g5644;-0.13;0.24;g5644;-0.19;0.43;g5644;-0.41;0.36
g5743;0.05;-0.09;g5743;-0.4;-0.07;g5743;-0.19;-0.35;g5743;-0.32;-0.22
g5803;0.15;0.2;g5803;0.01;-0.13;g5803;0.14;-0.54;g5803;-0.5;0.03
g5807;-0.24;0.24;g5807;0;0.15;g5807;0.34;0.06;g5807;-0.14;0.07
g5819;-0.2;0.08;g5819;-0.07;0.06;g5819;0.2;0.08;g5819;-0.09;-0.11
g5884;0.15;0.01;g5884;0.07;0.1;g5884;-0.04;0;g5884;-0.27;0.23
g5917;-0.16;-0.03;g5917;-0.15;0.03;g5917;0;-0.39;g5917;0.27;-0.3
g5940;0.03;0.02;g5940;-0.43;-0.31;g5940;-0.29;-0.25;g5940;-0.19;0.06
g6109;0.2;0.45;g6109;0.05;-0.48;g6109;0.1;-0.43;g6109;0.02;-0.19




;c0;c0;c0;c0;;c3;c3;c3;c3;;
;t3;t11;t12;t13;;t3;t11;t12;t13;;
g629;0.17;-0.25;-0.28;-0.3;g629;0.23;-0.02;0.3;0.54
g630;-0.04;0.24;0.01;-0.04;g630;0.21;-0.33;-0.35;0.02
g631;-0.24;0.08;-0.16;-0.24;g631;0.09;-0.51;-0.35;-0.08
g632;0.17;0.2;0.08;-0.19;g632;0.1;-0.34;-0.23;-0.25
g633;0.09;0.11;-0.18;-0.24;g633;-0.09;-0.09;0.19;0.15
g634;0.1;0.09;0.01;-0.29;g634;-0.09;-0.02;0.46;0.05
g635;-0.26;-0.03;0.01;-0.18;g635;0.39;-0.46;-0.3;0.05
g636;0.17;-0.01;-0.01;-0.11;g636;-0.09;-0.02;-0.78;-0.02
g637;0.1;-0.08;0.04;-0.13;g637;0.64;-0.41;-1.02;0.24
g638;-0.21;0.01;0.04;-0.19;g638;-0.46;0.36;-0.13;-0.46
g639;0.32;-0.01;-0.2;-0.15;g639;0.24;-0.23;-0.03;0.03
g640;-0.16;0.12;0.19;0.05;g640;-0.1;0.14;0.05;0.11
g641;-0.04;-0.02;-0.17;-0.39;g641;-0.21;0.15;-0.02;0.26
g642;-0.56;-0.37;-0.23;-0.53;g642;-0.54;0.56;0.39;0.06
g643;0.22;0.16;-0.01;-0.31;g643;0.1;-0.12;-0.51;-0.2
g644;0.15;-0.09;0.06;-0.15;g644;-0.18;0.07;-0.08;0.08
g645;-0.23;0.06;0.05;-0.41;g645;-0.27;-0.24;0.09;-0.13
g646;-0.27;0.38;-0.1;-0.28;g646;-0.06;-0.3;-0.39;-0.15
g647;-0.11;0.08;-0.06;-0.35;g647;-0.25;0.29;0.02;0.31
g648;0.01;-0.26;0.01;0.04;g648;0.12;0.01;-0.06;0.04
g649;-0.13;0.28;-0.06;-0.35;g649;-0.25;0.35;0.15;0.52
g650;-0.01;-0.12;0.25;-0.11;g650;0.07;-0.4;-0.26;-0.31
g651;0;-0.21;-0.06;0;g651;-0.43;0.29;0.41;-0.09
g652;-0.12;0.01;-0.26;0.05;g652;0.1;0.25;0.18;-0.06
g886;0.15;-0.1;-0.04;-0.24;g886;-0.4;0.41;0.33;0.03
g912;1.03;0.85;0.59;0.08;g912;-0.11;0.12;-0.45;0.17
g926;-0.38;-0.15;-0.15;-0.06;g926;0.54;-0.4;-0.17;-0.33
g1020;-0.15;0;0.02;-0.15;g1020;0.34;-0.1;-0.33;-0.14
g1029;0.3;-0.12;0.11;-0.56;g1029;-0.19;0.37;0.85;0.72
g1040;0.01;-0.1;0;0;g1040;0.33;-0.41;-0.29;-0.06
g1096;0.04;-0.18;-0.18;-0.08;g1096;0.47;0.09;0.21;-0.04
g1114;-0.26;-0.06;-0.03;-0.02;g1114;-0.23;-0.13;-0.04;-0.04
g1121;0.02;-0.33;-0.17;-0.27;g1121;0;-0.02;-0.18;0.11
g1124;-0.28;-0.04;0;0.07;g1124;-0.17;0.44;0.09;0.04
g1186;-0.18;0.03;0;-0.18;g1186;-0.19;-0.08;0.33;0.14
g1243;0;0;0;0;g1243;0;0;0;0
g1289;-0.24;-0.1;-0.07;-0.22;g1289;0.26;0.02;0.23;-0.05
g1369;0.12;-0.16;0.07;-0.11;g1369;0.27;-0.07;-0.3;-0.07
g1447;0;-0.15;0.15;0;g1447;0.69;-0.85;-0.59;-0.59
g1456;0;-0.18;-0.35;-0.29;g1456;0.55;0.36;-0.05;-0.25
g1490;-0.89;0.18;0.67;-0.11;g1490;-0.29;0.01;-0.4;-0.03
g1492;-0.21;-0.01;0.29;-0.23;g1492;-0.12;0.35;0.18;0.13
g1502;0.12;-0.14;0.05;-0.05;g1502;0.17;-0.42;-0.35;-0.14
g1626;-0.12;0.27;0.12;0.14;g1626;0.35;-0.26;-0.13;-0.22
g1633;-0.21;0.32;0.01;-0.01;g1633;-0.04;0.23;0.23;0.05
g1643;-0.11;-0.26;-0.13;0.06;g1643;-0.04;-0.21;-0.25;-0.19
g1719;-0.2;0.05;0.31;0.11;g1719;-0.05;-0.04;-0.42;-0.15
g1797;0.02;-0.12;-0.16;-0.26;g1797;0.28;-0.08;-0.19;0.05
g1875;-0.16;0.1;0.23;0.07;g1875;0.18;0.13;-0.03;0.11
g1899;0.09;0.1;-0.05;-0.25;g1899;-0.03;-0.1;-0.22;-0.21
g2039;0.1;0.01;-0.08;-0.3;g2039;0.18;0;-0.28;-0.06
g2066;-0.4;-0.11;0.32;-0.2;g2066;0.43;-0.39;-0.3;0.04
g2101;0.34;-0.07;0.13;-0.26;g2101;0.56;-0.35;-0.35;0.16
g2103;-0.11;0.18;0.11;-0.11;g2103;0.61;-0.22;-0.52;0.03
g2265;-0.22;-0.28;0;-0.09;g2265;-0.21;0.05;-0.09;-0.19
g2273;-0.21;0.1;0.17;-0.03;g2273;0.35;0.04;-0.13;-0.13
g2302;0;0.14;0.16;0.01;g2302;0.19;-0.16;0.05;-0.06
g2353;-0.21;0;-0.02;-0.05;g2353;0.19;-0.25;0.17;0.11
g2397;-0.03;-0.03;-0.27;-0.02;g2397;0.14;-0.01;0.17;-0.03
g2420;0.02;0.03;0;-0.45;g2420;0.14;-0.29;-0.11;0.18
g2426;-0.17;-0.03;-0.06;-0.35;g2426;-0.23;0.25;0.01;0.15
g2445;0;0.03;0.15;-0.2;g2445;0.09;-0.09;-0.13;0.31
g2507;-0.02;0.03;-0.17;-0.28;g2507;0.02;0.17;-0.05;-0.01
g2601;0.2;-0.25;0.14;-0.12;g2601;0.62;-0.32;-0.24;0.07
g2643;0.12;0.05;0.03;-0.1;g2643;0.13;-0.1;-0.36;-0.1
g2710;-0.08;-0.08;0.01;-0.01;g2710;0.02;-0.32;-0.09;-0.26
g2776;-0.19;-0.04;0.22;-0.17;g2776;-0.25;-0.04;-0.13;-0.15
g2840;0;0.1;0.08;-0.07;g2840;-0.45;-0.11;-0.08;-0.22
g2886;-0.29;-0.07;0.03;-0.14;g2886;0.67;-0.65;-0.37;-0.22
g2905;-0.19;-0.07;0.23;-0.3;g2905;-0.01;-0.15;-0.43;-0.06
g2910;-0.3;0.07;0.05;-0.16;g2910;-0.2;-0.08;-0.03;0.01
g2933;-0.13;0.05;-0.13;-0.27;g2933;0.31;-0.09;-0.27;-0.03
g2934;0.34;0.21;0.31;-0.11;g2934;-0.06;-0.1;0.05;0
g2938;0.16;0.14;0.08;-0.1;g2938;0.2;0.2;0.15;0
g2995;-0.14;0.02;-0.24;0.17;g2995;-0.26;0.1;0.26;-0.02
g3018;0.08;-0.11;0.16;-0.21;g3018;-0.34;0.09;-0.18;-0.06
g3109;-0.14;0.07;-0.02;-0.28;g3109;-0.28;-0.11;-0.3;0.16
g3117;-0.11;-0.08;0.03;-0.55;g3117;-0.26;0;0.03;-0.19
g3138;0.14;0.14;0.17;-0.15;g3138;0.23;0.5;0.04;-0.11
g3249;0.09;-0.08;0.29;-0.32;g3249;0.01;0.01;-0.26;0.03
g3254;0.22;-0.11;0.01;-0.26;g3254;0.36;-0.05;-0.19;-0.23
g3442;0.49;-0.06;-0.15;-0.26;g3442;0.26;0.22;0.11;0.22
g3446;-0.04;0.07;0.01;-0.14;g3446;0.05;0.24;0.4;0.51
g3463;0.16;-0.18;-0.07;-0.01;g3463;0.65;-0.19;0.11;-0.13
g3722;0;0.04;0.26;-0.31;g3722;-0.28;0.23;-0.14;0.08
g3931;-0.14;0.06;0.11;-0.34;g3931;0.21;-0.28;-0.26;-0.13
g3935;0.19;-0.27;-0.43;-0.1;g3935;-0.18;0.5;0.26;0.16
g4004;-0.02;-0.06;0.03;-0.1;g4004;-0.43;0.29;0.41;0.15
g4072;0.41;-0.05;0.04;-0.5;g4072;0.15;0.21;0.46;0.27
g4086;0.29;0.34;0.21;0;g4086;-0.24;-0.12;-0.07;0.08
g4137;-0.13;-0.19;0.09;-0.04;g4137;0.54;-0.07;-0.5;-0.29
g4169;0.09;0.29;-0.06;0.01;g4169;0.18;-0.54;-0.37;-0.1
g4199;0.12;0.35;0.19;-0.15;g4199;-0.24;0.17;0.26;0.07
g4272;-0.15;-0.25;-0.06;-0.3;g4272;0.08;-0.03;0.01;-0.09
g4273;-0.17;0.1;0.01;0.1;g4273;0.2;-0.04;-0.41;-0.21
g4283;0.45;-0.17;0.34;-0.23;g4283;-0.38;0.23;0.21;0.11
g4302;-0.97;-0.34;-0.21;-0.32;g4302;-1.04;0.55;0.31;0.21
g4332;-0.5;-0.13;-0.08;-0.13;g4332;-0.29;0.37;-0.19;-0.06
g4379;-0.35;-0.19;0.29;-0.23;g4379;0.14;-0.14;0.27;-0.19
g4386;-0.36;0.25;-0.05;-0.01;g4386;-0.15;0.26;0.24;0.1
g4417;0.39;0;0.11;0;g4417;0.16;-0.03;-0.49;0.41
g4441;0.31;-0.3;-0.1;-0.34;g4441;0.14;-0.57;0.05;-0.04
g4449;0.06;-0.15;0.08;-0.36;g4449;0.09;-0.34;-0.15;-0.17
g4466;0.43;0.21;-0.13;-0.27;g4466;-0.18;-0.24;-0.34;0.05
g4493;0;0.04;0.11;-0.12;g4493;0.03;0.37;1.33;1.84
g4540;-0.5;-0.18;-0.27;-0.39;g4540;-0.37;0.35;0.34;0.15
g4596;0.02;-0.03;0.2;-0.15;g4596;-0.46;0.4;0.37;0.21
g4721;0.17;0.13;-0.23;-0.57;g4721;-0.25;0.02;0.57;0.3
g4751;0.22;-0.46;-0.44;-0.43;g4751;0.17;0.24;0.24;0.31
g4775;-0.42;0;0.19;0.09;g4775;0.48;-0.31;-0.42;-0.29
g4869;0.11;-0.16;-0.1;-0.37;g4869;0.13;0.05;-0.06;0.03
g4980;-0.35;0.36;-0.02;-0.1;g4980;-0.2;0.07;0.06;0.06
g5021;-0.11;-0.19;0.06;-0.17;g5021;0.38;-0.6;-0.32;-0.24
g5057;0.04;-0.22;-0.09;-0.06;g5057;0.17;-0.24;-0.4;-0.11
g5079;0.22;-0.04;0.28;0;g5079;0.01;0.18;-0.49;-0.1
g5286;-1.05;0.59;0.18;-0.55;g5286;-0.67;0.66;0.55;0.14
g5347;0.34;0.02;-0.32;-0.32;g5347;-0.05;0.14;0.1;0.04
g5374;0.01;-0.35;-0.1;0.01;g5374;0.36;-0.39;-0.19;-0.21
g5403;-0.08;-0.19;0.11;-0.2;g5403;-0.15;0.21;0.33;0.31
g5496;-0.17;-0.17;0.13;-0.19;g5496;0.07;0.41;0.24;0.04
g5524;-0.73;-0.21;-0.04;-0.3;g5524;0.08;0.07;-0.19;-0.09
g5538;-0.38;0.07;0.17;-0.17;g5538;0.15;0.04;0.39;-0.06
g5548;0.12;-0.34;0.08;-0.41;g5548;0.03;-0.07;-0.07;-0.11
g5644;-0.08;-0.13;-0.19;-0.41;g5644;0.03;0.24;0.43;0.36
g5743;0.05;-0.4;-0.19;-0.32;g5743;-0.09;-0.07;-0.35;-0.22
g5803;0.15;0.01;0.14;-0.5;g5803;0.2;-0.13;-0.54;0.03
g5807;-0.24;0;0.34;-0.14;g5807;0.24;0.15;0.06;0.07
g5819;-0.2;-0.07;0.2;-0.09;g5819;0.08;0.06;0.08;-0.11
g5884;0.15;0.07;-0.04;-0.27;g5884;0.01;0.1;0;0.23
g5917;-0.16;-0.15;0;0.27;g5917;-0.03;0.03;-0.39;-0.3
g5940;0.03;-0.43;-0.29;-0.19;g5940;0.02;-0.31;-0.25;0.06
g6109;0.2;0.05;0.1;0.02;g6109;0.45;-0.48;-0.43;-0.19
