;t3;t3;;t4;t4;;
;c0;c3;;c0;c3;;
g580;14.959;6.3078;g580;4.6165;19.3266
g581;13.9201;8.9494;g581;18.8427;23.1491
g582;10.4292;7.3875;g582;24.821;11.7102
g583;1.4826;10.9241;g583;14.8409;8.7406
g584;10.438;1.8399;g584;12.4061;24.0537
g585;6.1126;10.762;g585;15.8229;19.0629
g587;4.4248;1.1566;g587;9.7719;19.1915
g588;3.361;4.9704;g588;5.3112;18.1087
g589;14.4077;13.2541;g589;6.0003;22.0111
g590;13.7873;8.2503;g590;10.928;24.7626
g591;4.4713;13.7963;g591;19.3301;15.2215
g592;9.2905;4.6001;g592;22.5317;10.7763
g593;9.0338;3.5665;g593;7.747;1.2747
g594;14.0283;8.0801;g594;21.9353;23.0076
g595;11.0258;13.2514;g595;21.8701;2.6065
g596;9.4875;1.9289;g596;19.0085;16.1892
g597;3.2447;9.5457;g597;17.1455;21.5779
g598;8.6854;8.8822;g598;7.0909;3.5426
g599;14.7094;2.3731;g599;21.4653;7.8709
g600;11.4395;2.1827;g600;9.0097;21.6337
g601;2.1131;11.5117;g601;2.5325;2.9589
g602;10.7747;4.9005;g602;1.4893;1.6677
g603;5.5663;4.2854;g603;16.2655;13.5502
g604;8.9902;5.3982;g604;16.9386;21.1876
g605;9.4338;6.2918;g605;13.9558;16.6455
g606;4.2214;14.7951;g606;22.7838;10.6295
g607;3.5803;9.8976;g607;21.7341;13.5141
g608;7.2634;11.4932;g608;6.7883;22.4715
g609;13.8613;4.4814;g609;15.6221;12.774
g610;11.9597;9.6045;g610;0.4837;2.9633
g611;4.018;4.7786;g611;21.6343;20.519
g612;13.3593;6.2349;g612;9.9125;18.2909
g613;11.2428;7.2784;g613;23.1545;6.5762
g614;11.1298;13.1673;g614;9.6908;11.3141
g615;9.5233;4.7422;g615;5.5579;24.7086
g616;11.9329;11.6533;g616;17.1749;23.9776
g617;8.6554;13.8672;g617;10.4969;9.2789
g618;14.5041;7.517;g618;9.9465;10.2096
g619;4.6076;3.3792;g619;19.5457;10.4762
g620;11.6517;9.9732;g620;9.5188;5.2034
g621;3.6137;14.1279;g621;14.9046;20.8419
g622;10.1903;7.3182;g622;8.7297;5.7931
g623;4.7885;4.8197;g623;9.2306;17.5645
g624;7.3585;3.6659;g624;5.4193;12.5744
g625;10.6446;14.2153;g625;24.4894;13.4281
g626;1.6014;11.0992;g626;8.9155;24.1495
g627;11.8767;6.2715;g627;12.0277;7.9602
g628;1.8913;12.5781;g628;2.0799;19.7637
g629;13.0181;3.5731;g629;21.2306;21.6674
g630;2.733;3.6059;g630;8.5191;12.3767
g631;13.8244;5.3694;g631;24.2981;10.0143
g632;11.0089;9.4113;g632;19.3404;7.0894
g633;2.0729;9.4579;g633;20.3152;19.8311
g634;14.7842;10.4922;g634;22.8528;9.4807
g635;1.0611;8.1013;g635;20.8745;21.1903
g636;3.4329;1.8077;g636;20.8136;15.9124
g637;3.0062;5.0365;g637;13.4566;20.7659
g638;10.7989;10.0703;g638;9.8039;7.41
g639;3.1603;14.0451;g639;20.959;2.5645
g640;10.0915;13.9953;g640;2.5187;0.3316
g641;2.5328;2.3349;g641;1.5396;0.7727
g642;9.263;3.0501;g642;5.7703;22.2236
g643;4.9282;5.6284;g643;9.5287;5.9044
g644;10.7377;2.9461;g644;22.4489;11.5706
g645;10.0733;7.7692;g645;0.3695;17.9621
g646;2.399;3.2995;g646;18.7242;16.0072
g647;5.9729;5.5091;g647;8.7414;0.7041
g648;5.1989;2.6077;g648;11.602;4.468
g649;13.3119;7.616;g649;23.1477;7.1797
g650;7.8457;1.5223;g650;5.1339;21.7224
g651;8.9144;1.6017;g651;7.6912;18.4605
g652;7.6792;5.7417;g652;11.5046;11.2229
g653;14.3216;2.9625;g653;4.0918;16.9908
g654;10.939;10.8577;g654;9.5745;5.9445
g655;5.5336;2.4736;g655;4.4187;6.5964
g656;2.3192;3.6702;g656;9.5027;19.4335
g657;2.2624;7.0672;g657;0.6705;21.6222
g658;7.8819;7.8177;g658;8.4965;24.4424
g659;7.7091;1.3707;g659;20.3042;4.8903
g660;14.9917;11.0617;g660;12.5126;18.647
g661;9.3947;2.0019;g661;10.3844;6.1554
g662;9.6329;5.0865;g662;5.1899;1.0642
g663;2.1978;5.3571;g663;8.7571;0.1645
g664;12.2189;9.4603;g664;10.8756;8.8545
g665;8.0906;4.1225;g665;6.9456;8.3161
g666;4.3974;6.1336;g666;24.375;6.494
g667;5.0927;8.2908;g667;20.2091;12.1753
