;t1;t1;;t2;t2;;t3;t3;;
;c0;c2;;c0;c2;;c0;c2;;
g468;1.9679;74.1879;g468;11.1903;61.5262;g468;5.0328;73.2
g469;13.0757;62.293;g469;12.6974;62.338;g469;2.245;73.8271
g470;12.9508;67.5494;g470;4.2858;66.926;g470;8.6758;69.2927
g471;7.8446;74.0773;g471;8.0093;63.5739;g471;14.8473;73.8238
g474;5.5766;62.8673;g474;5.2767;62.3094;g474;4.5119;60.1824
g484;3.7717;64.4625;g484;11.7145;67.2469;g484;2.3571;60.163
g492;10.5067;65.2889;g492;2.2657;61.8826;g492;9.2918;61.1872
g510;7.9899;65.652;g510;10.0124;69.4284;g510;14.3;67.5848
g514;8.8062;73.7068;g514;11.5141;69.4359;g514;12.5748;63.7407
g524;14.4343;71.671;g524;4.1967;71.5307;g524;14.0455;68.7602
g527;7.5016;60.1428;g527;3.9299;71.8051;g527;12.5211;67.8848
g539;12.4752;70.3758;g539;1.4501;71.2722;g539;6.5062;71.5885
g542;4.4616;63.4653;g542;4.4954;69.8473;g542;2.953;67.6983
g543;8.0445;67.8259;g543;14.8722;70.9966;g543;1.17;65.9738
g551;13.1756;63.5073;g551;10.778;64.4667;g551;10.4381;65.7227
g553;7.2337;61.6123;g553;10.4548;64.8894;g553;12.7757;69.0431
g555;10.0804;64.9576;g555;8.1967;60.2336;g555;4.6364;67.0365
g557;10.6159;70.6551;g557;8.5484;71.695;g557;14.0894;71.6734
g562;13.2254;69.9452;g562;10.7091;60.5341;g562;1.5593;63.9835
g566;7.317;67.733;g566;7.4792;60.742;g566;12.5697;62.3515
g572;8.354;73.198;g572;5.4481;63.6165;g572;2.4595;62.4065
g575;4.844;71.9979;g575;6.6183;62.699;g575;8.4066;69.7549
g578;14.7379;72.4075;g578;9.6472;64.1653;g578;9.5441;61.7865
g587;5.5022;64.8516;g587;2.2024;64.8457;g587;4.4248;71.449
g592;14.5771;69.2063;g592;2.4107;71.878;g592;9.2905;71.5202
g594;10.1114;65.9252;g594;2.7945;72.4332;g594;14.0283;72.6644
g604;11.3927;66.6476;g604;7.6394;69.1154;g604;8.9902;61.6879
g611;9.6429;60.3858;g611;3.1233;68.4938;g611;4.018;66.0186
g612;7.1866;74.1219;g612;4.4227;68.8702;g612;13.3593;74.4181
g631;1.9833;66.2235;g631;1.7968;66.6221;g631;13.8244;73.3032
g638;1.376;74.6763;g638;8.748;62.7468;g638;10.7989;65.3167
g640;13.9183;60.003;g640;13.8335;68.0046;g640;10.0915;63.8921
g642;10.8178;65.2668;g642;12.0691;67.4035;g642;9.263;65.8479
g643;5.9672;74.0462;g643;1.1819;68.7064;g643;4.9282;69.1764
g644;12.3662;70.0151;g644;11.639;69.8255;g644;10.7377;63.2122
g645;10.4805;69.5555;g645;3.7277;68.2175;g645;10.0733;62.6952
g663;11.3244;64.8313;g663;2.425;64.9867;g663;2.1978;71.4055
g668;12.5048;61.4477;g668;3.2064;60.9262;g668;2.4491;60.8859
g670;2.6254;73.3397;g670;1.5421;70.9851;g670;5.6052;71.0469
g677;8.6857;63.7218;g677;14.2234;72.7066;g677;7.1498;67.4352
g681;8.2226;62.6139;g681;4.5239;69.1009;g681;8.0837;61.7432
g685;2.209;74.6001;g685;13.2986;67.2492;g685;13.9401;62.67
g691;14.1259;62.0184;g691;13.6322;71.9414;g691;1.2862;68.7568
g692;12.0538;67.4966;g692;1.094;68.4535;g692;5.0348;63.985
g695;12.574;66.8067;g695;13.7267;69.706;g695;14.0495;71.3399
g699;11.0388;63.9349;g699;11.6162;66.3918;g699;6.4886;61.4294
g705;2.5202;71.0389;g705;3.1494;61.5891;g705;12.7266;69.0872
g709;7.7211;74.7635;g709;14.9671;64.4546;g709;2.6022;64.8842
g712;8.0551;61.0257;g712;13.6631;71.9103;g712;3.5822;65.6467
g714;2.9663;60.9397;g714;5.2987;74.387;g714;7.2403;70.2102
g719;13.1724;64.8622;g719;13.3599;72.3594;g719;14.3179;65.1506
g724;4.8852;68.2883;g724;7.3128;71.7874;g724;12.6972;74.8871
g725;13.3923;70.7517;g725;10.4142;64.5891;g725;9.9982;73.3929
g727;12.5098;60.1008;g727;4.033;63.9092;g727;12.2636;72.8236
g728;1.4229;71.0857;g728;12.4217;66.0954;g728;3.4704;62.2273
g730;3.9427;63.9869;g730;5.3295;62.5378;g730;3.8441;65.7268
g731;3.2194;74.3092;g731;6.8387;67.2465;g731;13.3125;69.1211
g732;13.7168;68.3298;g732;13.4602;73.9789;g732;10.5123;66.1848
g733;3.9571;68.6841;g733;2.8002;73.9046;g733;6.32;69.3761
g744;8.2092;63.5611;g744;12.9145;70.2256;g744;7.039;71.215
g746;13.6966;66.3202;g746;9.0294;66.5147;g746;9.1081;71.3699
g750;8.1614;67.8507;g750;7.3103;73.3587;g750;11.5184;61.3953
g751;4.6632;74.0912;g751;4.8941;66.3889;g751;13.9899;62.8897
g752;5.5769;67.7935;g752;2.2375;64.1153;g752;4.4817;64.6894
g754;14.4576;65.9287;g754;10.5296;69.092;g754;12.4494;67.8426
g755;10.8624;66.5122;g755;2.0956;72.6419;g755;11.6123;62.4144
g758;5.5468;72.9243;g758;1.3261;63.9356;g758;3.1493;69.5628
g768;9.9982;68.9721;g768;10.1368;70.8027;g768;9.5138;69.1645
g770;4.8878;67.309;g770;6.1344;64.0328;g770;6.4734;65.4256
g777;14.8165;74.864;g777;12.8915;73.4984;g777;14.005;70.438
g778;10.2864;73.3888;g778;8.222;73.3006;g778;8.3244;67.1853
g779;5.3549;65.8277;g779;6.6009;65.1685;g779;2.8689;65.8617
g780;12.3441;70.3488;g780;10.8682;69.7159;g780;8.4248;67.6329
g781;12.3807;66.1754;g781;13.3373;66.7418;g781;8.6582;66.8405
g782;7.6434;60.2088;g782;13.116;73.1026;g782;6.4092;61.5366
g783;8.2618;60.9937;g783;8.6279;68.4366;g783;10.2465;64.9696
g784;13.1358;67.6052;g784;5.844;66.4467;g784;13.9212;74.938
g791;14.8471;63.4089;g791;14.2568;65.8434;g791;2.484;71.2782
g795;1.7668;63.9165;g795;2.9516;74.1554;g795;7.9088;74.5771
g809;4.3809;74.8941;g809;4.7111;74.055;g809;6.1341;66.4526
g817;8.5499;60.1193;g817;9.6383;61.265;g817;2.0254;67.455
g839;2.6447;62.853;g839;13.3845;64.7081;g839;3.4501;74.0448
g852;13.4275;69.1705;g852;4.9639;63.0376;g852;12.4373;61.156
g853;6.9208;72.4849;g853;12.417;72.6703;g853;12.1031;69.4655
g872;8.5859;62.2529;g872;10.2325;74.5171;g872;14.7033;68.5818
g873;7.6547;73.1287;g873;9.2428;73.7641;g873;3.0527;73.9948
g915;12.4992;69.7274;g915;2.107;61.1223;g915;7.8492;61.5552
g937;4.9971;63.3804;g937;7.3431;68.7555;g937;12.9921;71.4849
g951;6.8117;64.1356;g951;14.8522;73.306;g951;1.913;60.4932




;c0;c0;c0;;c2;c2;c2;;
;t1;t2;t3;;t1;t2;t3;;
g130;13.5389;10.4026;4.3272;g130;66.6664;72.2486;62.1553
g142;10.4444;12.4049;13.6358;g142;66.5247;67.4626;62.6396
g144;7.0616;1.5018;14.4368;g144;64.1908;60.5207;62.5419
g145;4.4449;1.9174;7.3716;g145;70.7977;69.1779;71.6551
g164;9.3239;5.1266;10.2907;g164;61.565;62.7472;66.4506
g165;9.34;4.2379;13.2344;g165;70.359;67.8958;69.168
g184;12.8412;9.6346;8.5931;g184;69.7931;70.7581;65.5318
g192;7.0839;2.8446;2.7593;g192;62.813;74.4477;70.3379
g193;14.3449;3.2901;8.7618;g193;67.6986;74.1633;69.0434
g194;1.4208;2.6653;13.8359;g194;73.2922;73.6927;66.0013
g195;7.5102;6.6063;8.4464;g195;66.7663;63.2982;67.9721
g204;11.4947;14.8853;8.4398;g204;74.0192;74.4765;71.5146
g217;11.7053;11.6763;7.7285;g217;70.9765;68.8562;73.0068
g223;2.932;12.0703;4.7889;g223;62.4874;65.4458;66.6444
g229;11.4835;12.2195;7.8776;g229;61.8516;60.7244;61.6382
g236;2.6647;2.2038;3.4681;g236;60.2636;69.2867;72.969
g237;6.5791;14.8654;2.921;g237;74.1007;67.5252;63.3099
g255;3.7049;2.446;13.126;g255;62.0166;61.8987;66.1118
g259;2.325;3.3249;11.1236;g259;70.9392;73.1421;71.0205
g263;8.8774;1.3715;11.4084;g263;65.2306;60.2108;70.3868
g267;3.6265;9.3198;13.2941;g267;63.6676;67.1719;67.6152
g280;1.8836;14.5625;5.3492;g280;68.5908;62.4785;62.5902
g290;9.649;13.0979;14.2838;g290;74.4057;65.5094;61.3251
g297;14.7394;7.5661;13.5546;g297;74.3208;73.0592;63.4979
g306;2.7819;8.7034;10.8704;g306;60.7453;60.8924;70.9093
g308;4.3705;6.0513;3.469;g308;60.7435;66.4181;72.7038
g310;7.1435;5.2415;6.1698;g310;72.9018;68.6467;61.6726
g311;14.02;7.971;10.002;g311;63.0612;74.416;70.7947
g313;2.1362;1.2213;7.6808;g313;66.8396;70.9997;66.6313
g324;8.2648;12.3392;2.2466;g324;65.1822;67.4335;70.1084
g326;13.0654;9.9915;10.6656;g326;67.7104;63.4267;62.1219
g327;6.647;13.9269;4.4423;g327;71.6005;70.6475;73.6806
g330;4.8379;4.5662;2.8905;g330;67.9109;68.4431;68.445
g352;3.3679;3.9648;2.26;g352;67.1063;61.0392;62.2236
g354;11.8418;9.8328;13.3505;g354;67.6023;65.1239;69.735
g356;12.152;4.6499;3.1494;g356;67.951;68.6672;70.4891
g359;8.9637;5.0577;8.76;g359;67.3412;65.1055;62.4983
g368;8.9798;3.16;14.1751;g368;72.862;69.5291;68.0216
g375;4.7678;5.4919;8.662;g375;71.8857;60.5834;60.7285
g377;2.7812;3.642;12.9073;g377;74.6651;61.6129;71.9386
g379;10.1822;4.8504;1.9093;g379;65.1392;63.837;65.7483
g388;7.3685;6.795;3.4733;g388;66.8246;63.598;63.6887
g392;6.8416;9.0058;3.1501;g392;62.6697;71.3068;63.689
g393;11.2169;12.8857;7.6146;g393;70.8091;64.4377;67.7742
g394;14.5724;11.2637;6.1658;g394;63.3973;74.1125;64.8201
g411;14.6926;7.6483;2.8329;g411;65.3733;73.6306;65.8295
g413;8.0338;14.5959;4.6237;g413;62.5251;74.4676;61.2912
g417;5.973;5.884;11.0345;g417;69.4271;62.2886;61.095
g418;12.9367;9.0073;3.9936;g418;63.5705;64.3915;65.8813
g422;8.4655;3.4908;9.5835;g422;66.4415;71.0149;62.5068
g425;5.7461;5.5909;2.2562;g425;64.4957;69.958;61.2472
g436;14.5463;12.7339;2.9895;g436;72.143;73.9558;69.4665
g451;13.7372;12.1114;1.8221;g451;70.56;60.0632;64.6807
g455;8.7867;4.0278;13.0448;g455;74.1545;69.9649;67.9708
g468;1.9679;11.1903;5.0328;g468;74.1879;61.5262;73.2
g469;13.0757;12.6974;2.245;g469;62.293;62.338;73.8271
g470;12.9508;4.2858;8.6758;g470;67.5494;66.926;69.2927
g471;7.8446;8.0093;14.8473;g471;74.0773;63.5739;73.8238
g474;5.5766;5.2767;4.5119;g474;62.8673;62.3094;60.1824
g484;3.7717;11.7145;2.3571;g484;64.4625;67.2469;60.163
g492;10.5067;2.2657;9.2918;g492;65.2889;61.8826;61.1872
g510;7.9899;10.0124;14.3;g510;65.652;69.4284;67.5848
g514;8.8062;11.5141;12.5748;g514;73.7068;69.4359;63.7407
g524;14.4343;4.1967;14.0455;g524;71.671;71.5307;68.7602
g527;7.5016;3.9299;12.5211;g527;60.1428;71.8051;67.8848
g539;12.4752;1.4501;6.5062;g539;70.3758;71.2722;71.5885
g542;4.4616;4.4954;2.953;g542;63.4653;69.8473;67.6983
g543;8.0445;14.8722;1.17;g543;67.8259;70.9966;65.9738
g551;13.1756;10.778;10.4381;g551;63.5073;64.4667;65.7227
g553;7.2337;10.4548;12.7757;g553;61.6123;64.8894;69.0431
g555;10.0804;8.1967;4.6364;g555;64.9576;60.2336;67.0365
g557;10.6159;8.5484;14.0894;g557;70.6551;71.695;71.6734
g562;13.2254;10.7091;1.5593;g562;69.9452;60.5341;63.9835
g566;7.317;7.4792;12.5697;g566;67.733;60.742;62.3515
g572;8.354;5.4481;2.4595;g572;73.198;63.6165;62.4065
g575;4.844;6.6183;8.4066;g575;71.9979;62.699;69.7549
g578;14.7379;9.6472;9.5441;g578;72.4075;64.1653;61.7865
g587;5.5022;2.2024;4.4248;g587;64.8516;64.8457;71.449
g592;14.5771;2.4107;9.2905;g592;69.2063;71.878;71.5202
g594;10.1114;2.7945;14.0283;g594;65.9252;72.4332;72.6644
g604;11.3927;7.6394;8.9902;g604;66.6476;69.1154;61.6879
g611;9.6429;3.1233;4.018;g611;60.3858;68.4938;66.0186
g612;7.1866;4.4227;13.3593;g612;74.1219;68.8702;74.4181
g631;1.9833;1.7968;13.8244;g631;66.2235;66.6221;73.3032
g638;1.376;8.748;10.7989;g638;74.6763;62.7468;65.3167
g640;13.9183;13.8335;10.0915;g640;60.003;68.0046;63.8921
g642;10.8178;12.0691;9.263;g642;65.2668;67.4035;65.8479
g643;5.9672;1.1819;4.9282;g643;74.0462;68.7064;69.1764
g644;12.3662;11.639;10.7377;g644;70.0151;69.8255;63.2122
g645;10.4805;3.7277;10.0733;g645;69.5555;68.2175;62.6952
g663;11.3244;2.425;2.1978;g663;64.8313;64.9867;71.4055
g668;12.5048;3.2064;2.4491;g668;61.4477;60.9262;60.8859
g670;2.6254;1.5421;5.6052;g670;73.3397;70.9851;71.0469
g677;8.6857;14.2234;7.1498;g677;63.7218;72.7066;67.4352
g681;8.2226;4.5239;8.0837;g681;62.6139;69.1009;61.7432
g685;2.209;13.2986;13.9401;g685;74.6001;67.2492;62.67
g691;14.1259;13.6322;1.2862;g691;62.0184;71.9414;68.7568
g692;12.0538;1.094;5.0348;g692;67.4966;68.4535;63.985
g695;12.574;13.7267;14.0495;g695;66.8067;69.706;71.3399
g699;11.0388;11.6162;6.4886;g699;63.9349;66.3918;61.4294
g705;2.5202;3.1494;12.7266;g705;71.0389;61.5891;69.0872
g709;7.7211;14.9671;2.6022;g709;74.7635;64.4546;64.8842
g712;8.0551;13.6631;3.5822;g712;61.0257;71.9103;65.6467
g714;2.9663;5.2987;7.2403;g714;60.9397;74.387;70.2102
g719;13.1724;13.3599;14.3179;g719;64.8622;72.3594;65.1506
g724;4.8852;7.3128;12.6972;g724;68.2883;71.7874;74.8871
g725;13.3923;10.4142;9.9982;g725;70.7517;64.5891;73.3929
g727;12.5098;4.033;12.2636;g727;60.1008;63.9092;72.8236
g728;1.4229;12.4217;3.4704;g728;71.0857;66.0954;62.2273
g730;3.9427;5.3295;3.8441;g730;63.9869;62.5378;65.7268
g731;3.2194;6.8387;13.3125;g731;74.3092;67.2465;69.1211
g732;13.7168;13.4602;10.5123;g732;68.3298;73.9789;66.1848
g733;3.9571;2.8002;6.32;g733;68.6841;73.9046;69.3761
g744;8.2092;12.9145;7.039;g744;63.5611;70.2256;71.215
g746;13.6966;9.0294;9.1081;g746;66.3202;66.5147;71.3699
g750;8.1614;7.3103;11.5184;g750;67.8507;73.3587;61.3953
g751;4.6632;4.8941;13.9899;g751;74.0912;66.3889;62.8897
g752;5.5769;2.2375;4.4817;g752;67.7935;64.1153;64.6894
g754;14.4576;10.5296;12.4494;g754;65.9287;69.092;67.8426
g755;10.8624;2.0956;11.6123;g755;66.5122;72.6419;62.4144
g758;5.5468;1.3261;3.1493;g758;72.9243;63.9356;69.5628
g768;9.9982;10.1368;9.5138;g768;68.9721;70.8027;69.1645
g770;4.8878;6.1344;6.4734;g770;67.309;64.0328;65.4256
g777;14.8165;12.8915;14.005;g777;74.864;73.4984;70.438
g778;10.2864;8.222;8.3244;g778;73.3888;73.3006;67.1853
g779;5.3549;6.6009;2.8689;g779;65.8277;65.1685;65.8617
g780;12.3441;10.8682;8.4248;g780;70.3488;69.7159;67.6329
g781;12.3807;13.3373;8.6582;g781;66.1754;66.7418;66.8405
g782;7.6434;13.116;6.4092;g782;60.2088;73.1026;61.5366
g783;8.2618;8.6279;10.2465;g783;60.9937;68.4366;64.9696
g784;13.1358;5.844;13.9212;g784;67.6052;66.4467;74.938
g791;14.8471;14.2568;2.484;g791;63.4089;65.8434;71.2782
g795;1.7668;2.9516;7.9088;g795;63.9165;74.1554;74.5771
g809;4.3809;4.7111;6.1341;g809;74.8941;74.055;66.4526
g817;8.5499;9.6383;2.0254;g817;60.1193;61.265;67.455
g839;2.6447;13.3845;3.4501;g839;62.853;64.7081;74.0448
g852;13.4275;4.9639;12.4373;g852;69.1705;63.0376;61.156
g853;6.9208;12.417;12.1031;g853;72.4849;72.6703;69.4655
g872;8.5859;10.2325;14.7033;g872;62.2529;74.5171;68.5818
g873;7.6547;9.2428;3.0527;g873;73.1287;73.7641;73.9948
g915;12.4992;2.107;7.8492;g915;69.7274;61.1223;61.5552
g937;4.9971;7.3431;12.9921;g937;63.3804;68.7555;71.4849
g951;6.8117;14.8522;1.913;g951;64.1356;73.306;60.4932
