;t0;t0;;t4;t4;;
;c2;c3;;c2;c3;;
g302;64.0695;6.9687;g302;63.9829;3.0186
g307;63.6277;4.1117;g307;72.1107;2.7084
g319;64.1072;9.3248;g319;61.3401;17.6254
g323;62.1725;20.5749;g323;63.5881;19.482
g332;71.5806;2.1893;g332;70.8181;16.6822
g337;72.6249;19.8942;g337;69.8421;18.1108
g339;72.6899;10.6675;g339;72.1939;23.3929
g347;73.6251;23.5961;g347;70.7001;20.4283
g364;71.8081;7.5818;g364;70.4331;0.1396
g365;64.2861;13.8085;g365;61.3478;16.2862
g367;72.9167;12.1369;g367;60.2368;21.8225
g369;67.2326;4.1084;g369;60.8727;10.172
g378;67.2977;3.9024;g378;60.4956;1.8809
g381;70.7213;4.9735;g381;69.1007;18.0678
g383;72.2458;10.794;g383;66.6234;2.8314
g384;71.1231;4.1164;g384;62.8613;18.0808
g401;63.8296;4.7861;g401;66.8599;7.4375
g402;74.3313;1.4476;g402;65.867;20.7771
g407;73.017;18.8391;g407;68.6684;18.3684
g415;74.9241;13.6947;g415;65.8868;5.329
g426;67.7399;23.4047;g426;73.0534;6.6737
g429;60.8493;23.3949;g429;68.1283;3.0257
g433;61.2165;17.5066;g433;69.1879;3.7428
g435;64.9888;8.9799;g435;65.7101;0.7498
g437;65.8501;13.7168;g437;61.7382;3.4099
g438;69.8107;16.1065;g438;63.7353;3.9256
g447;73.5417;1.7454;g447;71.4802;0.2485
g452;66.264;15.5201;g452;70.8209;18.4849
g457;63.0287;4.349;g457;65.0883;13.2247
g460;62.3165;6.6142;g460;70.0272;21.9759
g473;73.4532;1.1391;g473;63.5225;6.8894
g476;71.7489;22.5054;g476;68.4698;3.7565
g490;64.1797;8.2024;g490;67.9213;6.7718
g502;60.0667;20.4535;g502;67.6397;15.2445
g507;74.302;19.0173;g507;69.9627;19.106
g512;64.0348;2.342;g512;65.2556;15.3289
g518;69.6043;17.8945;g518;69.4833;22.7669
g528;68.5416;18.717;g528;66.2295;4.0705
g530;62.0025;1.3352;g530;64.0157;5.0475
g531;67.0828;18.3735;g531;63.3262;1.4365
g671;68.3453;0.1015;g671;61.3753;2.9897
g674;60.4101;16.7725;g674;74.0371;0.5272
g678;71.9004;2.4609;g678;60.9754;8.7776
g683;64.4873;12.5001;g683;68.0496;2.5609
g702;65.5276;14.3364;g702;63.0147;9.9484
g713;71.0877;15.0229;g713;73.0657;12.1867
g715;72.4366;12.7678;g715;64.2082;8.3771
g716;65.5657;5.6173;g716;67.8376;10.5123
g718;60.6314;8.1772;g718;71.9387;1.5685
g739;64.9705;20.1651;g739;60.9182;10.4593
g748;68.1548;19.0736;g748;68.2978;11.0058
g760;64.7509;5.2459;g760;68.9052;10.5308
g761;60.3316;13.5613;g761;74.4394;14.4312
g764;74.9482;6.8715;g764;61.4289;4.8547
g765;70.1656;13.7421;g765;60.1355;10.8333
g789;71.8707;20.717;g789;66.6885;19.6883
g790;73.5791;22.2808;g790;74.6099;16.9173
g800;68.6602;0.2859;g800;60.5878;13.9646
g803;66.2365;12.3402;g803;72.3086;5.567
g813;68.9757;17.4816;g813;71.1575;12.7921
g822;74.5335;3.0086;g822;66.0483;2.4648
g828;67.5935;17.5985;g828;68.5313;17.2274
g832;67.4739;13.2978;g832;61.5309;17.4528
g833;65.5049;12.3149;g833;71.6632;12.6959
g835;67.3482;5.7752;g835;61.2137;5.5822
g838;60.8784;23.4357;g838;73.5066;23.5061
g840;68.0814;18.697;g840;73.2338;9.7237




;c2;c2;;c3;c3;;
;t0;t4;;t0;t4;;
g60;63.675;73.0369;g60;3.0714;5.5573
g61;69.0751;61.9816;g61;16.8077;7.2054
g62;60.3985;70.6849;g62;14.9481;10.3958
g63;72.7289;66.2608;g63;13.5768;2.3803
g64;72.1094;63.2709;g64;18.1251;23.1451
g65;60.0454;73.329;g65;7.8751;6.6413
g66;65.8178;62.8311;g66;21.0713;5.7959
g67;73.9692;70.7484;g67;0.3842;14.3345
g68;71.5804;65.8739;g68;5.2296;12.9311
g69;72.5699;72.4271;g69;23.9837;7.0026
g70;63.9602;67.0745;g70;4.0446;2.4047
g71;70.2042;70.6416;g71;10.0212;7.2559
g72;72.3495;61.1568;g72;21.014;17.0703
g73;63.2843;74.811;g73;22.4332;7.4536
g74;63.5276;70.8888;g74;21.8833;18.4718
g75;71.6373;60.2244;g75;8.2507;21.6865
g76;70.227;71.4514;g76;6.8514;2.6443
g77;64.6234;62.8989;g77;14.5045;3.0967
g78;70.2481;69.7002;g78;11.7445;5.3777
g79;66.6087;72.0742;g79;23.1616;6.6935
g80;73.9114;63.1489;g80;7.3161;13.9334
g95;61.0021;73.4422;g95;13.3122;7.5276
g107;65.2251;74.3529;g107;2.6661;23.3297
g121;61.7795;71.5181;g121;10.6025;14.108
g158;74.066;62.1987;g158;17.8195;9.76
g182;70.6555;73.9756;g182;23.5735;23.7966
g207;73.6659;72.7161;g207;21.3815;1.903
g224;73.5115;74.317;g224;7.397;15.4218
g226;63.6074;71.7155;g226;0.6743;10.2299
g239;69.1619;61.4693;g239;14.3891;7.4244
g240;71.0321;61.7747;g240;6.1788;14.1985
g241;62.438;61.9284;g241;13.3066;0.0013
g246;60.9263;71.104;g246;3.4492;24.598
g257;64.2707;63.4285;g257;16.9008;12.5158
g266;69.1146;61.5937;g266;6.4677;18.6428
g270;60.8043;66.9379;g270;0.5032;17.7876
g274;62.5604;60.9404;g274;9.2283;16.1541
g279;70.1968;74.6689;g279;6.9085;14.1994
g284;70.8261;61.1583;g284;24.6671;17.7857
g285;70.3935;73.2978;g285;3.1694;0.5337
g293;71.0152;71.3559;g293;19.0075;6.8962
g300;67.7827;73.2844;g300;21.036;11.1468
g301;64.5257;64.5886;g301;19.8481;2.8828
g302;64.0695;63.9829;g302;6.9687;3.0186
g307;63.6277;72.1107;g307;4.1117;2.7084
g319;64.1072;61.3401;g319;9.3248;17.6254
g323;62.1725;63.5881;g323;20.5749;19.482
g332;71.5806;70.8181;g332;2.1893;16.6822
g337;72.6249;69.8421;g337;19.8942;18.1108
g339;72.6899;72.1939;g339;10.6675;23.3929
g347;73.6251;70.7001;g347;23.5961;20.4283
g364;71.8081;70.4331;g364;7.5818;0.1396
g365;64.2861;61.3478;g365;13.8085;16.2862
g367;72.9167;60.2368;g367;12.1369;21.8225
g369;67.2326;60.8727;g369;4.1084;10.172
g378;67.2977;60.4956;g378;3.9024;1.8809
g381;70.7213;69.1007;g381;4.9735;18.0678
g383;72.2458;66.6234;g383;10.794;2.8314
g384;71.1231;62.8613;g384;4.1164;18.0808
g401;63.8296;66.8599;g401;4.7861;7.4375
g402;74.3313;65.867;g402;1.4476;20.7771
g407;73.017;68.6684;g407;18.8391;18.3684
g415;74.9241;65.8868;g415;13.6947;5.329
g426;67.7399;73.0534;g426;23.4047;6.6737
g429;60.8493;68.1283;g429;23.3949;3.0257
g433;61.2165;69.1879;g433;17.5066;3.7428
g435;64.9888;65.7101;g435;8.9799;0.7498
g437;65.8501;61.7382;g437;13.7168;3.4099
g438;69.8107;63.7353;g438;16.1065;3.9256
g447;73.5417;71.4802;g447;1.7454;0.2485
g452;66.264;70.8209;g452;15.5201;18.4849
g457;63.0287;65.0883;g457;4.349;13.2247
g460;62.3165;70.0272;g460;6.6142;21.9759
g473;73.4532;63.5225;g473;1.1391;6.8894
g476;71.7489;68.4698;g476;22.5054;3.7565
g490;64.1797;67.9213;g490;8.2024;6.7718
g502;60.0667;67.6397;g502;20.4535;15.2445
g507;74.302;69.9627;g507;19.0173;19.106
g512;64.0348;65.2556;g512;2.342;15.3289
g518;69.6043;69.4833;g518;17.8945;22.7669
g528;68.5416;66.2295;g528;18.717;4.0705
g530;62.0025;64.0157;g530;1.3352;5.0475
g531;67.0828;63.3262;g531;18.3735;1.4365
g671;68.3453;61.3753;g671;0.1015;2.9897
g674;60.4101;74.0371;g674;16.7725;0.5272
g678;71.9004;60.9754;g678;2.4609;8.7776
g683;64.4873;68.0496;g683;12.5001;2.5609
g702;65.5276;63.0147;g702;14.3364;9.9484
g713;71.0877;73.0657;g713;15.0229;12.1867
g715;72.4366;64.2082;g715;12.7678;8.3771
g716;65.5657;67.8376;g716;5.6173;10.5123
g718;60.6314;71.9387;g718;8.1772;1.5685
g739;64.9705;60.9182;g739;20.1651;10.4593
g748;68.1548;68.2978;g748;19.0736;11.0058
g760;64.7509;68.9052;g760;5.2459;10.5308
g761;60.3316;74.4394;g761;13.5613;14.4312
g764;74.9482;61.4289;g764;6.8715;4.8547
g765;70.1656;60.1355;g765;13.7421;10.8333
g789;71.8707;66.6885;g789;20.717;19.6883
g790;73.5791;74.6099;g790;22.2808;16.9173
g800;68.6602;60.5878;g800;0.2859;13.9646
g803;66.2365;72.3086;g803;12.3402;5.567
g813;68.9757;71.1575;g813;17.4816;12.7921
g822;74.5335;66.0483;g822;3.0086;2.4648
g828;67.5935;68.5313;g828;17.5985;17.2274
g832;67.4739;61.5309;g832;13.2978;17.4528
g833;65.5049;71.6632;g833;12.3149;12.6959
g835;67.3482;61.2137;g835;5.7752;5.5822
g838;60.8784;73.5066;g838;23.4357;23.5061
g840;68.0814;73.2338;g840;18.697;9.7237
