;t2;t2;;t3;t3;;t4;t4;;t5;t5;;t6;t6;;t7;t7;;
;c1;c2;;c1;c2;;c1;c2;;c1;c2;;c1;c2;;c1;c2;;
g2172;0.45;1.28;g2172;0.1;0.58;g2172;0.6;0.04;g2172;0.1;0.18;g2172;0.38;0.18;g2172;-0.08;-1.09
g2173;0.21;-0.3;g2173;0.3;0.18;g2173;-0.37;-0.35;g2173;0.3;-0.11;g2173;-0.03;0.08;g2173;-0.12;-0.04
g2174;0.03;-0.33;g2174;0.07;0.14;g2174;0.01;0.1;g2174;0.29;-0.07;g2174;0.01;0;g2174;0.34;-0.14
g2175;0.04;0.06;g2175;0.05;0.12;g2175;-0.34;-0.15;g2175;0.43;-0.35;g2175;-0.05;0.06;g2175;0.14;0.09
g2176;0.1;0.26;g2176;0.25;0.16;g2176;0.02;-0.31;g2176;0.29;-0.21;g2176;-0.01;-0.06;g2176;0.24;0.04
g2177;-0.62;-0.43;g2177;0.2;-0.04;g2177;-0.12;0.24;g2177;0.01;0.15;g2177;0.33;0.28;g2177;-0.38;-0.19
g2178;0.17;-0.1;g2178;-0.03;0.11;g2178;-0.08;-0.25;g2178;0.06;-0.2;g2178;0.19;-0.09;g2178;0.25;0.04
g2179;-0.09;0.47;g2179;0.11;-0.06;g2179;0.31;-0.54;g2179;0.15;-0.51;g2179;0.17;0.04;g2179;0.01;0.15
g2180;-0.11;0.33;g2180;0.48;-0.15;g2180;0.79;0.06;g2180;0.27;0;g2180;0.22;-0.29;g2180;-0.16;-0.42
g2181;-0.19;0;g2181;-0.21;0;g2181;0.67;0;g2181;-0.53;0;g2181;0.45;0;g2181;-0.08;0
g2182;0.16;0.28;g2182;-0.13;0.05;g2182;-0.21;0.23;g2182;-0.18;0.27;g2182;-0.07;0.01;g2182;-0.28;-0.1
g2183;-0.16;0.37;g2183;-0.59;-0.51;g2183;0.25;-0.09;g2183;-0.86;-0.03;g2183;0.22;-0.55;g2183;0.06;-0.47
g2184;0;-0.42;g2184;0;0.02;g2184;-0.17;0.04;g2184;0;0.13;g2184;0;0.18;g2184;0;0.11
g2185;0;-0.8;g2185;0;-0.29;g2185;0;-0.25;g2185;0;-0.34;g2185;0;-0.02;g2185;0;-0.29
g2187;0;0.06;g2187;0;0.2;g2187;0;-0.04;g2187;0;-0.06;g2187;0;0.21;g2187;0;-0.22
g2188;0;-0.01;g2188;0;-0.12;g2188;0;-0.67;g2188;0;-0.42;g2188;0;-0.07;g2188;0;-0.27
g2189;-0.09;-0.38;g2189;0.41;-0.45;g2189;0.05;0.06;g2189;0.16;-0.28;g2189;0.11;0.05;g2189;0.09;0.17
g2190;-0.31;0;g2190;-0.1;0;g2190;0.38;0;g2190;-0.19;0;g2190;0.31;0;g2190;0.03;0
g2191;-0.26;0.09;g2191;-0.39;0.09;g2191;0.14;-0.25;g2191;0;-0.25;g2191;0.33;-0.08;g2191;-0.32;0.5
g2192;-0.33;-0.28;g2192;-0.16;-0.31;g2192;-1.03;-0.56;g2192;0.27;-0.28;g2192;-0.33;-0.07;g2192;0.54;0.36
g2193;0.25;-0.09;g2193;0.2;0.3;g2193;0.11;0.46;g2193;0.26;0.48;g2193;0.07;0.12;g2193;0.13;0.12
g2194;0;-0.28;g2194;0;-0.35;g2194;0;-0.03;g2194;0;0.24;g2194;0;0.08;g2194;0;0.07
g2195;0;-0.87;g2195;0;0.25;g2195;0;-0.08;g2195;0;0.53;g2195;0;0.62;g2195;0;0.71
g2196;0;0;g2196;0;0;g2196;0;0;g2196;0;0;g2196;0;0;g2196;-0.17;-0.09
g2197;0.51;0.52;g2197;-0.27;0.27;g2197;-0.15;-0.08;g2197;-0.01;-0.13;g2197;-0.05;-0.05;g2197;0.02;-0.04
g2198;0;0.3;g2198;0;0.15;g2198;0;-0.36;g2198;0;-0.37;g2198;0;-0.16;g2198;0;-0.5
g2199;0;0.4;g2199;0;0.43;g2199;0;-0.24;g2199;0;-0.12;g2199;0;0.19;g2199;0;0.08
g2200;0;-0.07;g2200;0;-0.11;g2200;0;0.01;g2200;0;0.08;g2200;0;0.31;g2200;0;0.05
g2201;0;-0.12;g2201;0;0.07;g2201;0;0.3;g2201;0;0.07;g2201;0;0.11;g2201;0;-0.15
g2202;0;0.18;g2202;0;-0.07;g2202;0;-0.31;g2202;0;-0.17;g2202;0;0.18;g2202;0;0.19
g2203;0.27;0.32;g2203;-0.15;0.39;g2203;0.05;-0.56;g2203;-0.04;-0.28;g2203;0.26;0.22;g2203;0.12;0.2
g2204;0.33;-0.45;g2204;0.31;-0.25;g2204;0.07;-0.12;g2204;0.01;-0.11;g2204;-0.22;-0.06;g2204;-0.19;0.06
g2205;-0.39;-0.14;g2205;-0.16;-0.23;g2205;0.47;-0.28;g2205;-0.68;-0.28;g2205;0.48;0.14;g2205;-0.29;0.52
g2206;-0.27;-1.03;g2206;-1.79;0.15;g2206;0.19;-0.08;g2206;-0.22;0;g2206;0.34;-0.03;g2206;-0.01;-0.32
g2207;-0.4;-0.04;g2207;-0.27;-0.37;g2207;0.27;-0.21;g2207;-0.11;0.11;g2207;0.46;-0.25;g2207;-0.24;0.08
g2208;-0.01;-0.06;g2208;0.14;0;g2208;-0.01;-0.37;g2208;0.2;-0.01;g2208;0.02;-0.03;g2208;0.21;-0.08
g2209;0.12;0.28;g2209;0.33;0.34;g2209;0.53;0.13;g2209;-0.03;-0.19;g2209;0.12;-0.05;g2209;0.01;-0.19
g2210;0.03;0.14;g2210;-0.19;0.22;g2210;0;0.11;g2210;-0.07;0.26;g2210;0.25;0.26;g2210;-0.1;0.35
g2211;-1.15;-0.53;g2211;0.04;-0.22;g2211;0.44;-0.04;g2211;0.41;0.24;g2211;0.95;0.62;g2211;0.75;0.36
g2212;-0.32;0.31;g2212;0.08;0.2;g2212;0.49;0;g2212;0.01;0.05;g2212;0.6;0.06;g2212;0.07;-0.1
g2213;-0.26;-0.34;g2213;-0.01;-0.05;g2213;-0.33;-0.32;g2213;0.15;-0.12;g2213;0;0.36;g2213;0.11;0.13
g2214;-0.12;-0.18;g2214;-0.51;-0.1;g2214;0.14;-0.57;g2214;-0.49;-0.1;g2214;0.51;0.43;g2214;-0.35;0.32
g2215;0;-0.72;g2215;-2.7;0.54;g2215;0.82;-0.04;g2215;-1.57;0.13;g2215;0.68;-0.04;g2215;-0.15;-0.04
g2216;0;0.71;g2216;0;0.17;g2216;0;-0.04;g2216;0;-0.29;g2216;0;0.41;g2216;0;0.17
g2217;0.24;0.68;g2217;-0.08;0.59;g2217;0.27;0.2;g2217;-0.34;-0.05;g2217;0.39;-0.05;g2217;-0.36;-0.14
g2218;0;1.12;g2218;0;0.6;g2218;0;-0.91;g2218;0;-0.84;g2218;0;-0.33;g2218;0;-0.11
g2219;0.19;0.2;g2219;-0.46;0.04;g2219;0.8;-0.47;g2219;-0.61;-0.14;g2219;0;-0.09;g2219;-0.09;0.17
g2220;0;0.45;g2220;0;-0.08;g2220;0;0.05;g2220;0;-0.31;g2220;0;-0.42;g2220;0;-0.48
g2221;0.12;-0.01;g2221;0.34;-0.02;g2221;-0.23;0.1;g2221;0.18;0.25;g2221;-0.26;-0.13;g2221;0.24;0
g2222;-0.63;0.27;g2222;0;-0.08;g2222;0;-0.08;g2222;0;-0.13;g2222;1.7;0.03;g2222;0;0.06
g2223;0.09;0.45;g2223;0.07;0.39;g2223;0.21;-0.19;g2223;0;-0.11;g2223;0.04;0.16;g2223;-0.04;-0.06
g2224;0;0.17;g2224;0;0.2;g2224;0;0.28;g2224;0.01;0.09;g2224;0;0.4;g2224;0.18;0.06
g2225;-0.16;0.23;g2225;0;0.61;g2225;-0.18;0.08;g2225;-0.13;0.15;g2225;-0.13;0.15;g2225;-0.09;0.03
g2226;0;0.13;g2226;0;0.36;g2226;0;0.17;g2226;0;0.22;g2226;0;0.07;g2226;0;-0.22
g2227;-0.51;-0.17;g2227;-0.47;0.19;g2227;-0.36;-0.06;g2227;-0.07;-0.36;g2227;-0.7;-0.55;g2227;-0.45;-0.59
g2228;-0.09;-0.12;g2228;0.03;0.1;g2228;-0.13;0.32;g2228;-0.53;0.08;g2228;-0.23;0.29;g2228;-0.15;0.22
g2229;0.11;0.11;g2229;-0.11;0.2;g2229;0.2;-0.23;g2229;-0.42;-0.25;g2229;-0.09;0.04;g2229;-0.09;0.15
g2230;-0.17;0.18;g2230;-0.25;0.19;g2230;0.46;-0.13;g2230;-0.31;-0.33;g2230;0.34;-0.08;g2230;-0.25;-0.09
g2231;0.06;0.53;g2231;0.23;0.13;g2231;-0.1;-0.14;g2231;-0.06;-0.28;g2231;1.55;-0.46;g2231;-0.13;-0.39
g2232;0.09;0.37;g2232;0.1;0.01;g2232;-0.06;-0.31;g2232;-0.11;0.08;g2232;-0.13;-0.28;g2232;0.1;-0.01
g2233;0.32;0.67;g2233;0.48;0.43;g2233;0.84;0.63;g2233;-0.51;0.47;g2233;0.04;0.04;g2233;-0.49;-0.26
g2234;-0.08;0.45;g2234;-0.16;0.43;g2234;0.42;-0.16;g2234;-0.47;0.1;g2234;0.33;-0.04;g2234;-0.39;-0.11
g2235;-0.36;0.02;g2235;-0.46;-0.03;g2235;0.39;-0.26;g2235;-0.56;-0.03;g2235;1.05;-0.08;g2235;-0.7;-0.08
g2236;-0.07;-0.38;g2236;0.1;-0.24;g2236;0.12;0.29;g2236;0.17;0.41;g2236;0.18;0.64;g2236;-0.6;0.32
g2237;0.01;-0.24;g2237;0.05;-0.39;g2237;0.68;0.01;g2237;0.05;0.06;g2237;-0.01;0.27;g2237;0.07;0.01
g2238;-1.07;-0.49;g2238;-0.02;-0.45;g2238;0.22;-0.33;g2238;0.09;-0.28;g2238;0.07;-0.09;g2238;-0.23;-0.33
g2239;0.18;-0.05;g2239;0;0.01;g2239;0.08;-0.02;g2239;-0.74;-0.24;g2239;-0.06;-0.04;g2239;0.06;-0.38
g2240;0;-0.57;g2240;0;-0.17;g2240;0;0.09;g2240;0;0.21;g2240;0;0.21;g2240;0;-0.05
g2241;0.15;-1.02;g2241;-0.25;0.13;g2241;0.55;-0.43;g2241;-2.05;-0.02;g2241;0.57;0.79;g2241;-0.49;0.7
g2242;0;-0.36;g2242;0;0;g2242;-0.41;-0.25;g2242;0;0.15;g2242;0.21;0.52;g2242;1.81;0.54
g2243;0.17;0.18;g2243;-0.14;0.12;g2243;-0.09;-0.24;g2243;0.05;-0.24;g2243;-0.09;0.17;g2243;0.08;0.19
g2244;-0.26;0.11;g2244;0.03;0.21;g2244;0.16;0.11;g2244;-0.07;0.11;g2244;0.48;0.14;g2244;-0.26;0.11
g2245;-0.38;0.02;g2245;0.01;-0.66;g2245;0.38;0.04;g2245;0.15;0.25;g2245;-0.14;-0.08;g2245;-0.17;-0.52
g2246;0.2;0.06;g2246;0.23;-0.14;g2246;-0.22;-0.34;g2246;0.38;-0.51;g2246;0.24;0.02;g2246;0.3;-0.37
g2247;-0.13;-0.28;g2247;-0.23;-0.49;g2247;-0.26;-0.51;g2247;-0.04;-0.5;g2247;0;-0.31;g2247;0.01;-0.47
g2248;0.38;0.32;g2248;0.01;-0.49;g2248;-0.3;-0.06;g2248;0.24;-0.02;g2248;0.29;0.07;g2248;0.25;-0.39
g2249;0.06;0.39;g2249;-0.52;0;g2249;0.06;0.14;g2249;0;0.05;g2249;0.35;0.18;g2249;0.24;0.08
g2250;0.2;-0.04;g2250;-0.1;0.21;g2250;-0.61;-0.08;g2250;0.34;-0.52;g2250;0.01;0.12;g2250;0.47;0.17
g2251;0.37;0.62;g2251;0.2;0.69;g2251;0.69;0.4;g2251;0.04;0.35;g2251;0.06;0.36;g2251;-0.24;-0.03
g2252;0.1;-0.27;g2252;0.35;-0.04;g2252;0.33;0.12;g2252;-0.06;0.19;g2252;0.01;0.3;g2252;-0.23;0.12
g2253;0.01;0.25;g2253;0.2;0.32;g2253;0.36;-0.08;g2253;0.25;-0.34;g2253;0.44;-0.05;g2253;0.16;-0.26
g2254;-0.77;-1.6;g2254;-0.11;-0.79;g2254;0.14;-0.09;g2254;0.47;0.12;g2254;0.94;0.58;g2254;0.85;1.07
g2255;-0.51;0.46;g2255;-2.05;0.02;g2255;0.09;-0.39;g2255;-0.45;-0.37;g2255;0.27;0.18;g2255;-0.28;0.16
g2256;0.31;0.55;g2256;0.36;0.54;g2256;0.56;0.26;g2256;-0.03;-0.14;g2256;0.18;0.12;g2256;-0.25;-0.06
g2257;-0.43;-0.31;g2257;-0.19;-0.49;g2257;0.41;-0.42;g2257;-0.02;-0.36;g2257;0.55;0.14;g2257;-0.02;0.03
g2258;0.01;1.11;g2258;-0.18;0.29;g2258;0.31;-0.05;g2258;-0.47;0.08;g2258;0.61;-0.62;g2258;-0.54;-0.68
g2259;0.19;0.23;g2259;-0.08;0;g2259;-0.13;-0.14;g2259;-0.31;0.12;g2259;-0.17;-0.05;g2259;-0.13;-0.15
g2260;0;0.65;g2260;-0.56;-0.14;g2260;-0.44;-0.38;g2260;-1.1;-0.06;g2260;-0.65;-0.55;g2260;-1.07;-0.87
g2261;0.33;0.64;g2261;-0.27;-0.03;g2261;-0.54;-0.11;g2261;-0.49;-0.07;g2261;-0.45;-0.1;g2261;-0.33;-0.12
g2262;-0.24;0.48;g2262;-0.13;0.12;g2262;-0.01;-0.52;g2262;-0.68;-0.71;g2262;0.46;-0.41;g2262;-0.62;-0.52
g2263;0.68;-1.33;g2263;-1.25;-1.02;g2263;-1.6;-0.6;g2263;-1.74;0;g2263;-1.79;-0.58;g2263;-1.44;-1.05
g2264;0.18;0.46;g2264;-0.31;0.29;g2264;0.15;-0.26;g2264;-0.14;0.39;g2264;0.76;-0.04;g2264;-0.57;-0.18
g2265;0.19;-0.44;g2265;0.24;0.35;g2265;-0.14;0.06;g2265;0.19;0.23;g2265;0.15;0.35;g2265;0.38;0.22
g2266;0.02;-0.39;g2266;0.04;-0.31;g2266;-0.07;0.41;g2266;0.04;0.31;g2266;0.08;0.27;g2266;-0.09;0.05
g2267;-0.25;-0.55;g2267;-0.43;-0.27;g2267;-0.53;-0.24;g2267;-0.33;-0.22;g2267;-0.67;-0.01;g2267;-0.17;0.06
g2268;0.01;0.22;g2268;0.66;0.07;g2268;-0.02;0.09;g2268;0.5;-0.25;g2268;-0.15;-0.23;g2268;0.49;-0.33
g2269;-0.2;0.29;g2269;0.24;0.13;g2269;0.28;-0.09;g2269;0.08;-0.09;g2269;0.03;0.4;g2269;0.24;0.5
g2270;0.09;0.2;g2270;-0.03;0.58;g2270;-0.22;0.58;g2270;0.17;0.2;g2270;0.22;0.25;g2270;0.1;0.35
g2271;0.09;-0.11;g2271;-0.41;-0.24;g2271;0.5;-0.61;g2271;-0.43;-0.05;g2271;0.33;-0.38;g2271;0.04;-0.11
g2272;0.25;-0.56;g2272;-0.51;-0.7;g2272;-0.17;-1.14;g2272;-0.58;-0.56;g2272;0.59;-0.63;g2272;0;-0.7
g2273;-0.11;-0.08;g2273;0.05;-0.13;g2273;-0.01;0.29;g2273;0.15;0.51;g2273;-0.18;0.27;g2273;0.15;0.24
g2274;0.74;-0.42;g2274;0.47;0.67;g2274;-0.03;0.87;g2274;-0.13;0.34;g2274;-0.76;-0.31;g2274;-0.27;-0.69
g2275;0.01;-0.13;g2275;-0.04;-0.22;g2275;0;0.23;g2275;-0.08;0.35;g2275;-0.08;-0.03;g2275;0.24;0.09
g2276;0.19;0.45;g2276;-0.12;0.23;g2276;-0.24;0.18;g2276;-0.22;0.23;g2276;0.27;0.27;g2276;-0.26;0.17
g2277;0.42;-0.08;g2277;-0.01;0.21;g2277;-0.01;0.68;g2277;-0.02;0.63;g2277;-0.05;0.68;g2277;0.17;0.45
g2278;-0.25;0.76;g2278;-0.79;0.73;g2278;0.59;-0.42;g2278;-0.59;-0.51;g2278;0.81;-0.27;g2278;-0.68;-0.51
g2279;-0.23;0.14;g2279;0.65;0.16;g2279;0.27;0.01;g2279;0.12;-0.34;g2279;0.23;-0.07;g2279;-0.12;-0.4
g2280;-0.07;-0.07;g2280;0.13;0.21;g2280;-0.66;0.28;g2280;0.23;0.1;g2280;0.12;0.45;g2280;0.31;0.37
g2281;-0.13;-0.13;g2281;0.4;-0.3;g2281;0.24;-0.75;g2281;0.25;-0.57;g2281;0.12;-0.4;g2281;0.25;-0.29
g2282;-0.29;0.01;g2282;-0.4;0.06;g2282;0.1;-0.26;g2282;-0.26;-0.25;g2282;-0.21;0.18;g2282;0.02;0.13
g2283;-0.27;0.22;g2283;-0.45;0.25;g2283;0.13;-0.3;g2283;-0.34;-0.27;g2283;0.61;0.01;g2283;0.03;0.07
g2284;-0.38;-0.32;g2284;-0.77;-0.11;g2284;-0.06;-0.48;g2284;-0.6;0.13;g2284;-0.11;-0.66;g2284;0.09;0.02
g2285;-0.13;-0.2;g2285;0;0.62;g2285;0.07;0.03;g2285;-0.89;0.1;g2285;-0.34;0.1;g2285;0;-0.29
g2286;-0.41;1.14;g2286;-0.19;0.25;g2286;0.2;-0.39;g2286;-0.39;-0.47;g2286;0.12;-0.56;g2286;-0.21;-0.31
g2287;-0.17;-0.59;g2287;-0.17;-0.19;g2287;-0.67;0.03;g2287;-0.06;0.46;g2287;-0.01;0.36;g2287;0.37;0.09
g2288;-0.18;0.36;g2288;0.28;-0.74;g2288;0.31;-0.96;g2288;0.45;-0.38;g2288;0.34;0.04;g2288;0.05;-0.09
g2289;0.26;-0.37;g2289;-0.53;-0.39;g2289;0.69;-0.71;g2289;-0.21;-0.29;g2289;0.49;0.18;g2289;0.09;0.15
g2290;-0.02;-0.53;g2290;0;0.01;g2290;1.51;0.07;g2290;-0.56;0.17;g2290;0.22;0.37;g2290;0.13;-0.25
g2291;0.27;-0.11;g2291;-0.32;0.15;g2291;-0.36;-0.14;g2291;-0.26;0.19;g2291;-0.01;0.55;g2291;0.26;0.07
g2292;0.06;-0.32;g2292;0.15;0.22;g2292;0.32;0.05;g2292;0.48;-0.17;g2292;0.28;0.22;g2292;0.02;0.26
g2293;-0.01;-0.06;g2293;-0.23;0.05;g2293;0.16;0.14;g2293;0.18;0.17;g2293;0.01;0.37;g2293;0.11;0.36
g2294;-0.05;-0.09;g2294;0.1;-0.04;g2294;0.02;-0.01;g2294;0.64;-0.26;g2294;-0.05;0.24;g2294;0.37;0.21
g2295;-0.31;-0.26;g2295;0;-0.16;g2295;-0.38;-0.54;g2295;-0.12;-0.32;g2295;-0.04;-0.04;g2295;0.07;0.05
g2296;-0.34;-0.09;g2296;0.02;-0.11;g2296;0.04;0.12;g2296;0.51;0.37;g2296;0.32;0.08;g2296;0.36;0.11
g2297;0.25;-0.34;g2297;0.21;-0.54;g2297;-0.22;0.19;g2297;0.4;0.62;g2297;-0.2;0.26;g2297;0.34;0.19
g2298;0.6;0.18;g2298;0.36;0.27;g2298;0.08;0.26;g2298;0.19;0.41;g2298;-0.16;-0.05;g2298;0.11;-0.11
g2299;-0.11;-0.73;g2299;-0.13;-0.42;g2299;-0.18;-0.12;g2299;0.07;0.06;g2299;-0.41;-0.16;g2299;0.2;-0.13
g2300;0.31;0.25;g2300;-0.12;-0.03;g2300;-0.08;0.2;g2300;0.04;0.04;g2300;0.14;0.22;g2300;0.14;0.06
g2301;-0.67;0.14;g2301;-0.33;-0.14;g2301;0.02;-0.11;g2301;-0.34;-0.01;g2301;-0.16;0.04;g2301;0;-0.04
g2302;0.63;0.02;g2302;0.24;-0.08;g2302;-0.05;0.1;g2302;0.13;0.04;g2302;0.11;0.18;g2302;0;-0.14
g2303;-0.15;-0.65;g2303;-0.05;-0.39;g2303;-0.55;0.13;g2303;-0.37;0.15;g2303;-0.45;0.02;g2303;0.01;-0.25
g2304;0.34;0.27;g2304;0.43;0.15;g2304;0.29;0.07;g2304;0.35;-0.45;g2304;0.49;-0.17;g2304;0.38;-0.28
g2305;0.18;-0.37;g2305;-0.68;-0.37;g2305;-0.79;-0.48;g2305;-0.79;-0.41;g2305;-0.74;0.07;g2305;-0.32;0.06
g2306;-1.16;1.24;g2306;-0.24;1.74;g2306;-0.01;0.81;g2306;-0.16;1.08;g2306;0.19;0.69;g2306;0.01;0.31
g2307;-0.45;-0.43;g2307;-0.37;0.62;g2307;-0.02;-0.34;g2307;-0.85;-0.56;g2307;-0.02;-0.51;g2307;-0.51;-0.43
g2308;-0.27;-0.65;g2308;-0.16;-0.56;g2308;0.72;0.48;g2308;-0.83;0.61;g2308;0.53;0.2;g2308;0.05;0.23
g2309;0.01;0.5;g2309;-0.21;-0.06;g2309;0.31;0.16;g2309;-0.71;0.12;g2309;-0.21;-0.04;g2309;-0.09;-0.08
g2310;-0.01;-0.21;g2310;0.11;-0.59;g2310;0.01;0.02;g2310;-0.05;0.32;g2310;0.15;0.06;g2310;-0.01;0.12
g2311;-1.09;-0.64;g2311;-3.15;-0.8;g2311;-0.29;-0.32;g2311;-0.06;0.09;g2311;0.38;0.62;g2311;0.8;0.83
